Season,recipe,feature,standardized_coefficient
2023,anchor,diff_opp_three_posterior,0.064227924682904586
2023,anchor,diff_opp_free_posterior,0.068248289347169033
2023,anchor,diff_three_share,0.012392586863809276
2023,anchor,diff_opp_three_share,-0.0064158129492318536
2023,anchor_consensus,diff_seed,0.069081200169675339
2023,anchor_consensus,diff_strength,0.23377974153683154
2023,anchor_consensus,diff_schedule_strength,0.47875702683539378
2023,anchor_consensus,diff_win_rate,0.041574749631213111
2023,anchor_consensus,diff_margin,0.074696643268509125
2023,anchor_consensus,diff_margin_sd,0.048652453307719279
2023,anchor_consensus,diff_adj_offense,0.25602123054562415
2023,anchor_consensus,diff_adj_defense,0.30617401575731912
2023,anchor_consensus,diff_two_posterior,0.055856954884439425
2023,anchor_consensus,diff_three_posterior,-0.046314231135265629
2023,anchor_consensus,diff_free_posterior,-0.014480642855656794
2023,anchor_consensus,diff_opp_two_posterior,0.15037646016034628
2023,anchor_consensus,diff_opp_three_posterior,0.059865842030461962
2023,anchor_consensus,diff_opp_free_posterior,0.073906511520107576
2023,anchor_consensus,diff_three_share,0.011087403535698703
2023,anchor_consensus,diff_opp_three_share,-0.0025353985729973474
2023,anchor_consensus,diff_rank_consensus_logit,0.40403607229313671
2024,anchor,diff_seed,-0.14626039295462634
2024,anchor,diff_strength,0.27309788693209897
2024,anchor,diff_schedule_strength,0.52374142861806516
2024,anchor,diff_win_rate,-0.005689836354661193
2024,anchor,diff_margin,0.1440088544142889
2024,anchor,diff_margin_sd,-0.0062322964977606062
2024,anchor,diff_adj_offense,0.31811464872568745
2024,anchor,diff_adj_defense,0.32018318451560424
2024,anchor,diff_two_posterior,0.04607909558347386
2024,anchor,diff_three_posterior,-0.045197112039712058
2024,anchor,diff_free_posterior,0.016865202140390285
2024,anchor,diff_opp_two_posterior,0.16118057829389715
2024,anchor,diff_opp_three_posterior,0.011174319319930381
2024,anchor,diff_opp_free_posterior,0.10469010426006159
2024,anchor,diff_three_share,0.01649239319739558
2024,anchor,diff_opp_three_share,-0.054699789356998027
2024,anchor_consensus,diff_seed,-0.016289893179028094
2024,anchor_consensus,diff_strength,0.22207550834340795
2024,anchor_consensus,diff_schedule_strength,0.42465938443280427
2024,anchor_consensus,diff_win_rate,-0.047639890083667855
2024,anchor_consensus,diff_margin,0.11475906206548338
2024,anchor_consensus,diff_margin_sd,-0.0082678179898442034
2024,anchor_consensus,diff_adj_offense,0.2706673517235923
2024,anchor_consensus,diff_adj_defense,0.28913751078950906
2024,anchor_consensus,diff_two_posterior,0.048733216810796412
2024,anchor_consensus,diff_three_posterior,-0.0460741510846326
2024,anchor_consensus,diff_free_posterior,0.016000953393873408
2024,anchor_consensus,diff_opp_two_posterior,0.16999496189255991
2024,anchor_consensus,diff_opp_three_posterior,0.0092053534702066075
2024,anchor_consensus,diff_opp_free_posterior,0.10850720705257601
2024,anchor_consensus,diff_three_share,0.015383030288616107
2024,anchor_consensus,diff_opp_three_share,-0.051875062706512633
2024,anchor_consensus,diff_rank_consensus_logit,0.37837486606583975
2025,anchor,diff_seed,-0.16020683394487994
2025,anchor,diff_strength,0.28343253751948294
2025,anchor,diff_schedule_strength,0.51299558462539707
2025,anchor,diff_win_rate,-0.027960229308101773
2025,anchor,diff_margin,0.15456585168923759
2025,anchor,diff_margin_sd,-0.063585193106608026
2025,anchor,diff_adj_offense,0.34810243396452423
2025,anchor,diff_adj_defense,0.28211049628076196
2025,anchor,diff_two_posterior,0.032024885417641522
2025,anchor,diff_three_posterior,-0.061960685214511618
2025,anchor,diff_free_posterior,0.034973714898958216
2025,anchor,diff_opp_two_posterior,0.11763488060878317
2025,anchor,diff_opp_three_posterior,0.012551515348299248
2025,anchor,diff_opp_free_posterior,0.12822200679666618
2025,anchor,diff_three_share,0.014228294225498758
2025,anchor,diff_opp_three_share,-0.050912902629691462
2025,anchor_consensus,diff_seed,-0.014790671452262731
2025,anchor_consensus,diff_strength,0.22668475319078038
2025,anchor_consensus,diff_schedule_strength,0.40679377027069663
2025,anchor_consensus,diff_win_rate,-0.071890304130537735
2025,anchor_consensus,diff_margin,0.12017222244913504
2025,anchor_consensus,diff_margin_sd,-0.066590966692208403
2025,anchor_consensus,diff_adj_offense,0.2972723099530753
2025,anchor_consensus,diff_adj_defense,0.24945058934436143
2025,anchor_consensus,diff_two_posterior,0.034361331949245448
2025,anchor_consensus,diff_three_posterior,-0.063044608733092686
2025,anchor_consensus,diff_free_posterior,0.033208573911336692
2025,anchor_consensus,diff_opp_two_posterior,0.12848991956565872
2025,anchor_consensus,diff_opp_three_posterior,0.0097489917787202205
2025,anchor_consensus,diff_opp_free_posterior,0.13304723123399972
2025,anchor_consensus,diff_three_share,0.013763434097581627
2025,anchor_consensus,diff_opp_three_share,-0.048235439462136404
2025,anchor_consensus,diff_rank_consensus_logit,0.41690171508925133
