Gender,Season,recipe,feature,standardized_coefficient
M,2016,anchor_both,possession_turnover_edge_pp100,0.053933769825089649
M,2016,anchor_both,possession_free_throw_edge_pp100,-0.11779483767665337
M,2017,anchor,diff_seed,-0.036116545193724023
M,2017,anchor,diff_strength,0.33381047853407364
M,2017,anchor,diff_schedule_strength,0.50287977738859158
M,2017,anchor,diff_win_rate,0.099885697506870944
M,2017,anchor,diff_margin,0.19613598024668732
M,2017,anchor,diff_margin_sd,0.0047325001164576774
M,2017,anchor,diff_adj_offense,0.29859207095917112
M,2017,anchor,diff_adj_defense,0.25283356896454223
M,2017,anchor,diff_two_posterior,0.14106816727986007
M,2017,anchor,diff_three_posterior,-0.080780316056193999
M,2017,anchor,diff_free_posterior,0.0044721298873611334
M,2017,anchor,diff_opp_two_posterior,0.091555725847798655
M,2017,anchor,diff_opp_three_posterior,0.11978695605497842
M,2017,anchor,diff_opp_free_posterior,-0.031270704810849377
M,2017,anchor,diff_three_share,0.066990077605795645
M,2017,anchor,diff_opp_three_share,0.034474478697566056
M,2017,anchor_rates,diff_seed,0.00082395642034691714
M,2017,anchor_rates,diff_strength,0.27883807931641824
M,2017,anchor_rates,diff_schedule_strength,0.50182731057338947
M,2017,anchor_rates,diff_win_rate,0.096803339719129036
M,2017,anchor_rates,diff_margin,0.12918448580873765
M,2017,anchor_rates,diff_margin_sd,-0.06674885308468323
M,2017,anchor_rates,diff_adj_offense,0.27012720545951568
M,2017,anchor_rates,diff_adj_defense,0.19370729750296947
M,2017,anchor_rates,diff_two_posterior,0.20559477680385255
M,2017,anchor_rates,diff_three_posterior,-0.032596832896381732
M,2017,anchor_rates,diff_free_posterior,0.022102569427977895
M,2017,anchor_rates,diff_opp_two_posterior,-0.0083670586031932299
M,2017,anchor_rates,diff_opp_three_posterior,0.086404133680462333
M,2017,anchor_rates,diff_opp_free_posterior,0.025877607984675706
M,2017,anchor_rates,diff_three_share,0.055172623160150015
M,2017,anchor_rates,diff_opp_three_share,0.0056759708194973231
M,2017,anchor_rates,diff_tov_rate,-0.027483092470467554
M,2017,anchor_rates,diff_orb_rate,0.20706626761100425
M,2017,anchor_rates,diff_fta_rate,-0.23884249313942132
M,2017,anchor_rates,diff_opp_tov_rate,0.24866066463935188
M,2017,anchor_rates,diff_opp_orb_rate,0.032378049901349466
M,2017,anchor_rates,diff_opp_fta_rate,-0.22015098854580842
M,2017,anchor_mechanism,diff_seed,-0.041496233336020621
M,2017,anchor_mechanism,diff_strength,0.25722507581717502
M,2017,anchor_mechanism,diff_schedule_strength,0.55024016304614232
M,2017,anchor_mechanism,diff_win_rate,0.0607372021371878
M,2017,anchor_mechanism,diff_margin,0.093668156038187456
M,2017,anchor_mechanism,diff_margin_sd,-0.0079956473341899325
M,2017,anchor_mechanism,diff_adj_offense,0.25167823468070027
M,2017,anchor_mechanism,diff_adj_defense,0.17750821548085241
M,2017,anchor_mechanism,diff_two_posterior,0.17361040907381742
M,2017,anchor_mechanism,diff_three_posterior,-0.050378690740221665
M,2017,anchor_mechanism,diff_free_posterior,0.085656596835816862
M,2017,anchor_mechanism,diff_opp_two_posterior,0.055783341535234753
M,2017,anchor_mechanism,diff_opp_three_posterior,0.096478729969360091
M,2017,anchor_mechanism,diff_opp_free_posterior,-0.047300014569274088
M,2017,anchor_mechanism,diff_three_share,0.054248428378656011
M,2017,anchor_mechanism,diff_opp_three_share,0.025923457472866514
M,2017,anchor_mechanism,possession_net_pp100,0.16345398418037491
M,2017,anchor_mechanism,possession_rebound_edge_pp100,0.04734697151198853
M,2017,anchor_mechanism,possession_turnover_edge_pp100,0.154473965258518
M,2017,anchor_mechanism,possession_free_throw_edge_pp100,-0.11925173559918294
M,2017,anchor_both,diff_seed,-0.0033896945438252695
M,2017,anchor_both,diff_strength,0.22978940849168239
M,2017,anchor_both,diff_schedule_strength,0.52266454626988057
M,2017,anchor_both,diff_win_rate,0.0743174504554487
M,2017,anchor_both,diff_margin,0.06654001621626815
M,2017,anchor_both,diff_margin_sd,-0.070381669251464538
M,2017,anchor_both,diff_adj_offense,0.22981012889996896
M,2017,anchor_both,diff_adj_defense,0.15339293398645987
M,2017,anchor_both,diff_two_posterior,0.18294005866316734
M,2017,anchor_both,diff_three_posterior,-0.045295676396815095
M,2017,anchor_both,diff_free_posterior,0.1054650025720079
M,2017,anchor_both,diff_opp_two_posterior,0.015603885452196946
M,2017,anchor_both,diff_opp_three_posterior,0.096159105876703579
M,2017,anchor_both,diff_opp_free_posterior,0.016354081447214699
M,2017,anchor_both,diff_three_share,0.047156639127054034
M,2017,anchor_both,diff_opp_three_share,0.013828531935823859
M,2017,anchor_both,diff_tov_rate,0.0037815897192543324
M,2017,anchor_both,diff_orb_rate,0.14593773481829472
M,2017,anchor_both,diff_fta_rate,-0.1992432378463081
M,2017,anchor_both,diff_opp_tov_rate,0.20616860039149412
M,2017,anchor_both,diff_opp_orb_rate,0.078117146391209327
M,2017,anchor_both,diff_opp_fta_rate,-0.28422448926784144
M,2017,anchor_both,possession_net_pp100,0.15062822396391443
M,2017,anchor_both,possession_rebound_edge_pp100,0.07301248733620562
M,2017,anchor_both,possession_turnover_edge_pp100,0.087106282036028701
M,2017,anchor_both,possession_free_throw_edge_pp100,-0.15629531228502255
M,2018,anchor,diff_seed,-0.082295510526221569
M,2018,anchor,diff_strength,0.38259747739721323
M,2018,anchor,diff_schedule_strength,0.51706171671409817
M,2018,anchor,diff_win_rate,0.089301760812367542
M,2018,anchor,diff_margin,0.23417103264014189
M,2018,anchor,diff_margin_sd,0.05746820744874976
M,2018,anchor,diff_adj_offense,0.29265117686884939
M,2018,anchor,diff_adj_defense,0.30331605000992912
M,2018,anchor,diff_two_posterior,0.073207159699085408
M,2018,anchor,diff_three_posterior,-0.16111866960377694
M,2018,anchor,diff_free_posterior,-0.011900783410727438
M,2018,anchor,diff_opp_two_posterior,0.1289157379398313
M,2018,anchor,diff_opp_three_posterior,0.11159936306039098
M,2018,anchor,diff_opp_free_posterior,0.032125152348205344
M,2018,anchor,diff_three_share,0.031427746676082287
M,2018,anchor,diff_opp_three_share,0.028869570218785397
M,2018,anchor_rates,diff_seed,-0.056818384187029003
M,2018,anchor_rates,diff_strength,0.31270509584266371
M,2018,anchor_rates,diff_schedule_strength,0.53199770754861098
M,2018,anchor_rates,diff_win_rate,0.061940824625499068
M,2018,anchor_rates,diff_margin,0.14543921010755986
M,2018,anchor_rates,diff_margin_sd,-0.017992970619774108
M,2018,anchor_rates,diff_adj_offense,0.24240987624481861
M,2018,anchor_rates,diff_adj_defense,0.22862548391105095
M,2018,anchor_rates,diff_two_posterior,0.17099467205824884
M,2018,anchor_rates,diff_three_posterior,-0.091991874897641171
M,2018,anchor_rates,diff_free_posterior,0.035911247933921225
M,2018,anchor_rates,diff_opp_two_posterior,0.033665124164954145
M,2018,anchor_rates,diff_opp_three_posterior,0.042459390207969801
M,2018,anchor_rates,diff_opp_free_posterior,0.054943058865523732
M,2018,anchor_rates,diff_three_share,0.032015257859204782
M,2018,anchor_rates,diff_opp_three_share,-0.012161880890959499
M,2018,anchor_rates,diff_tov_rate,-0.07202603112234042
M,2018,anchor_rates,diff_orb_rate,0.2393015198352062
M,2018,anchor_rates,diff_fta_rate,-0.1813137748693418
M,2018,anchor_rates,diff_opp_tov_rate,0.2517504029412157
M,2018,anchor_rates,diff_opp_orb_rate,-0.004695028355480922
M,2018,anchor_rates,diff_opp_fta_rate,-0.15917928322573036
M,2018,anchor_mechanism,diff_seed,-0.094932133005735206
M,2018,anchor_mechanism,diff_strength,0.28887337083178555
M,2018,anchor_mechanism,diff_schedule_strength,0.57013012688523956
M,2018,anchor_mechanism,diff_win_rate,0.040494769680000396
M,2018,anchor_mechanism,diff_margin,0.11250152980992956
M,2018,anchor_mechanism,diff_margin_sd,0.037087511544486175
M,2018,anchor_mechanism,diff_adj_offense,0.22883860148214094
M,2018,anchor_mechanism,diff_adj_defense,0.20556085892359738
M,2018,anchor_mechanism,diff_two_posterior,0.14480986127911774
M,2018,anchor_mechanism,diff_three_posterior,-0.10524060911716437
M,2018,anchor_mechanism,diff_free_posterior,0.077141419104894804
M,2018,anchor_mechanism,diff_opp_two_posterior,0.066515813009787386
M,2018,anchor_mechanism,diff_opp_three_posterior,0.063597564751869132
M,2018,anchor_mechanism,diff_opp_free_posterior,0.0062495952775316523
M,2018,anchor_mechanism,diff_three_share,0.024500180704309763
M,2018,anchor_mechanism,diff_opp_three_share,0.015963242189702735
M,2018,anchor_mechanism,possession_net_pp100,0.16811566036886413
M,2018,anchor_mechanism,possession_rebound_edge_pp100,0.12270960221601707
M,2018,anchor_mechanism,possession_turnover_edge_pp100,0.17673264633961605
M,2018,anchor_mechanism,possession_free_throw_edge_pp100,-0.094334207747012316
M,2018,anchor_both,diff_seed,-0.060851998440670518
M,2018,anchor_both,diff_strength,0.26461600871429314
M,2018,anchor_both,diff_schedule_strength,0.55379806195685755
M,2018,anchor_both,diff_win_rate,0.038654173823700247
M,2018,anchor_both,diff_margin,0.083931069691786556
M,2018,anchor_both,diff_margin_sd,-0.023799191435122151
M,2018,anchor_both,diff_adj_offense,0.20170998723202804
M,2018,anchor_both,diff_adj_defense,0.18425587045517
M,2018,anchor_both,diff_two_posterior,0.16435563300310396
M,2018,anchor_both,diff_three_posterior,-0.093382163646802394
M,2018,anchor_both,diff_free_posterior,0.10406811981724279
M,2018,anchor_both,diff_opp_two_posterior,0.041945552021742057
M,2018,anchor_both,diff_opp_three_posterior,0.04522226232153282
M,2018,anchor_both,diff_opp_free_posterior,0.04395406864437406
M,2018,anchor_both,diff_three_share,0.024344661372157371
M,2018,anchor_both,diff_opp_three_share,-0.0059878974740146147
M,2018,anchor_both,diff_tov_rate,-0.023856463418257982
M,2018,anchor_both,diff_orb_rate,0.16658853625878567
M,2018,anchor_both,diff_fta_rate,-0.14172832131205304
M,2018,anchor_both,diff_opp_tov_rate,0.18825085068614217
M,2018,anchor_both,diff_opp_orb_rate,0.050635530133291522
M,2018,anchor_both,diff_opp_fta_rate,-0.21907765538626345
M,2018,anchor_both,possession_net_pp100,0.14884632043595758
M,2018,anchor_both,possession_rebound_edge_pp100,0.10828687079688379
M,2018,anchor_both,possession_turnover_edge_pp100,0.11489155526277257
M,2018,anchor_both,possession_free_throw_edge_pp100,-0.11955084620052386
M,2019,anchor,diff_seed,-0.042060707979448719
M,2019,anchor,diff_strength,0.36324361370193281
M,2019,anchor,diff_schedule_strength,0.58763444920799834
M,2019,anchor,diff_win_rate,0.093346811558229228
M,2019,anchor,diff_margin,0.17360848237820839
M,2019,anchor,diff_margin_sd,0.02109019709529578
M,2019,anchor,diff_adj_offense,0.22512683214715823
M,2019,anchor,diff_adj_defense,0.33497971623588979
M,2019,anchor,diff_two_posterior,0.18359966661240978
M,2019,anchor,diff_three_posterior,-0.16273485165902121
M,2019,anchor,diff_free_posterior,-0.075629589012860959
M,2019,anchor,diff_opp_two_posterior,0.12687566204741843
M,2019,anchor,diff_opp_three_posterior,0.080672993116138361
M,2019,anchor,diff_opp_free_posterior,0.010477140178221137
M,2019,anchor,diff_three_share,0.077640986315471408
M,2019,anchor,diff_opp_three_share,0.0012818021868271929
M,2019,anchor_rates,diff_seed,-0.0068464999143160897
M,2019,anchor_rates,diff_strength,0.31336173161904723
M,2019,anchor_rates,diff_schedule_strength,0.60760552027219916
M,2019,anchor_rates,diff_win_rate,0.072663610809620444
M,2019,anchor_rates,diff_margin,0.10141234081189414
M,2019,anchor_rates,diff_margin_sd,-0.061633622574979473
M,2019,anchor_rates,diff_adj_offense,0.23073687084753564
M,2019,anchor_rates,diff_adj_defense,0.24465277585982464
M,2019,anchor_rates,diff_two_posterior,0.25402924524988713
M,2019,anchor_rates,diff_three_posterior,-0.10505410966794991
M,2019,anchor_rates,diff_free_posterior,-0.054668578374241134
M,2019,anchor_rates,diff_opp_two_posterior,0.011931445161829136
M,2019,anchor_rates,diff_opp_three_posterior,0.020704940850017801
M,2019,anchor_rates,diff_opp_free_posterior,0.046474092942410269
M,2019,anchor_rates,diff_three_share,0.050846777935328658
M,2019,anchor_rates,diff_opp_three_share,-0.033914866640598881
M,2019,anchor_rates,diff_tov_rate,-0.035220846805405159
M,2019,anchor_rates,diff_orb_rate,0.1331236885769729
M,2019,anchor_rates,diff_fta_rate,-0.18179614080299022
M,2019,anchor_rates,diff_opp_tov_rate,0.29666543255935024
M,2019,anchor_rates,diff_opp_orb_rate,0.076063150673335883
M,2019,anchor_rates,diff_opp_fta_rate,-0.17922266838868098
M,2019,anchor_mechanism,diff_seed,-0.034030563866556306
M,2019,anchor_mechanism,diff_strength,0.29932667665349683
M,2019,anchor_mechanism,diff_schedule_strength,0.64207931396441831
M,2019,anchor_mechanism,diff_win_rate,0.045033632707297676
M,2019,anchor_mechanism,diff_margin,0.08233417173454767
M,2019,anchor_mechanism,diff_margin_sd,-0.0018249313066166489
M,2019,anchor_mechanism,diff_adj_offense,0.19497425775810129
M,2019,anchor_mechanism,diff_adj_defense,0.254137681615972
M,2019,anchor_mechanism,diff_two_posterior,0.22940662284410729
M,2019,anchor_mechanism,diff_three_posterior,-0.12563064699683968
M,2019,anchor_mechanism,diff_free_posterior,-0.014428766598520763
M,2019,anchor_mechanism,diff_opp_two_posterior,0.060124844285858667
M,2019,anchor_mechanism,diff_opp_three_posterior,0.047646845363186488
M,2019,anchor_mechanism,diff_opp_free_posterior,-0.00038985781611989141
M,2019,anchor_mechanism,diff_three_share,0.053483087967356069
M,2019,anchor_mechanism,diff_opp_three_share,-0.0049927507618216368
M,2019,anchor_mechanism,possession_net_pp100,0.16220439383877294
M,2019,anchor_mechanism,possession_rebound_edge_pp100,-0.015339274359108319
M,2019,anchor_mechanism,possession_turnover_edge_pp100,0.20384495362029714
M,2019,anchor_mechanism,possession_free_throw_edge_pp100,-0.10271851147598555
M,2019,anchor_both,diff_seed,-0.0081360490754168301
M,2019,anchor_both,diff_strength,0.27511824426421527
M,2019,anchor_both,diff_schedule_strength,0.6274900168429226
M,2019,anchor_both,diff_win_rate,0.053339063108693588
M,2019,anchor_both,diff_margin,0.051207672011446589
M,2019,anchor_both,diff_margin_sd,-0.065503984552656366
M,2019,anchor_both,diff_adj_offense,0.20056906879300199
M,2019,anchor_both,diff_adj_defense,0.2070448928146503
M,2019,anchor_both,diff_two_posterior,0.22970965543321001
M,2019,anchor_both,diff_three_posterior,-0.11695570445423573
M,2019,anchor_both,diff_free_posterior,0.015190702029276906
M,2019,anchor_both,diff_opp_two_posterior,0.031166570877293142
M,2019,anchor_both,diff_opp_three_posterior,0.030624765378725861
M,2019,anchor_both,diff_opp_free_posterior,0.037817982985685991
M,2019,anchor_both,diff_three_share,0.045650659265226358
M,2019,anchor_both,diff_opp_three_share,-0.030192226920515312
M,2019,anchor_both,diff_tov_rate,0.022413250216435872
M,2019,anchor_both,diff_orb_rate,0.11571044273018964
M,2019,anchor_both,diff_fta_rate,-0.14576111138245029
M,2019,anchor_both,diff_opp_tov_rate,0.23013707250561158
M,2019,anchor_both,diff_opp_orb_rate,0.086091414460208002
M,2019,anchor_both,diff_opp_fta_rate,-0.23057439219425319
M,2019,anchor_both,possession_net_pp100,0.147298199866609
M,2019,anchor_both,possession_rebound_edge_pp100,0.0054371191640377233
M,2019,anchor_both,possession_turnover_edge_pp100,0.12563635166265666
M,2019,anchor_both,possession_free_throw_edge_pp100,-0.1268696070741071
W,2016,anchor,diff_seed,-0.45272837280569411
W,2016,anchor,diff_strength,0.39478315360795646
W,2016,anchor,diff_schedule_strength,0.56649635863107473
W,2016,anchor,diff_win_rate,-0.068910958718757492
W,2016,anchor,diff_margin,0.25143188741607231
W,2016,anchor,diff_margin_sd,0.17459790629592431
W,2016,anchor,diff_adj_offense,0.41242052108570926
W,2016,anchor,diff_adj_defense,0.23123003815676932
W,2016,anchor,diff_two_posterior,0.21695411102694159
W,2016,anchor,diff_three_posterior,0.11872564151806031
W,2016,anchor,diff_free_posterior,0.12323934360950664
W,2016,anchor,diff_opp_two_posterior,0.077946627738375796
W,2016,anchor,diff_opp_three_posterior,0.0050101985972489105
W,2016,anchor,diff_opp_free_posterior,-0.021791668998913941
W,2016,anchor,diff_three_share,-0.15156499163784365
W,2016,anchor,diff_opp_three_share,-0.094213778064570639
W,2016,anchor_rates,diff_seed,-0.45292162584918527
W,2016,anchor_rates,diff_strength,0.3757213033470736
W,2016,anchor_rates,diff_schedule_strength,0.55447354138298088
W,2016,anchor_rates,diff_win_rate,-0.079660668772357793
W,2016,anchor_rates,diff_margin,0.23545256427079153
W,2016,anchor_rates,diff_margin_sd,0.12291981780026819
W,2016,anchor_rates,diff_adj_offense,0.40839867216503017
W,2016,anchor_rates,diff_adj_defense,0.21061081373906171
W,2016,anchor_rates,diff_two_posterior,0.24751639520979096
W,2016,anchor_rates,diff_three_posterior,0.15399790006118649
W,2016,anchor_rates,diff_free_posterior,0.17091794012377615
W,2016,anchor_rates,diff_opp_two_posterior,0.052354466174910914
W,2016,anchor_rates,diff_opp_three_posterior,0.022113723673990119
W,2016,anchor_rates,diff_opp_free_posterior,-0.021760232575692904
W,2016,anchor_rates,diff_three_share,-0.059404956591472623
W,2016,anchor_rates,diff_opp_three_share,-0.10120524366582409
W,2016,anchor_rates,diff_tov_rate,0.087724835811797491
W,2016,anchor_rates,diff_orb_rate,0.27528641864554521
W,2016,anchor_rates,diff_fta_rate,0.020581681401448174
W,2016,anchor_rates,diff_opp_tov_rate,0.03175035825564998
W,2016,anchor_rates,diff_opp_orb_rate,0.083624743756320882
W,2016,anchor_rates,diff_opp_fta_rate,-0.031898138973624424
W,2016,anchor_mechanism,diff_seed,-0.43946394287533996
W,2016,anchor_mechanism,diff_strength,0.36527933852175831
W,2016,anchor_mechanism,diff_schedule_strength,0.5860247486021205
W,2016,anchor_mechanism,diff_win_rate,-0.095711044732163381
W,2016,anchor_mechanism,diff_margin,0.20970080252157217
W,2016,anchor_mechanism,diff_margin_sd,0.16628139897146335
W,2016,anchor_mechanism,diff_adj_offense,0.38007164013981037
W,2016,anchor_mechanism,diff_adj_defense,0.20892206376091599
W,2016,anchor_mechanism,diff_two_posterior,0.22400828098087672
W,2016,anchor_mechanism,diff_three_posterior,0.11932765059980939
W,2016,anchor_mechanism,diff_free_posterior,0.10170017247133516
W,2016,anchor_mechanism,diff_opp_two_posterior,0.097842626147583128
W,2016,anchor_mechanism,diff_opp_three_posterior,0.019252303058597646
W,2016,anchor_mechanism,diff_opp_free_posterior,-0.026210422249772596
W,2016,anchor_mechanism,diff_three_share,-0.13049909971105333
W,2016,anchor_mechanism,diff_opp_three_share,-0.099736084813879994
W,2016,anchor_mechanism,possession_net_pp100,0.1298159923135743
W,2016,anchor_mechanism,possession_rebound_edge_pp100,0.12960021452134063
W,2016,anchor_mechanism,possession_turnover_edge_pp100,-0.061322687536350236
W,2016,anchor_mechanism,possession_free_throw_edge_pp100,0.049533309260167274
W,2016,anchor_both,diff_seed,-0.44923368993715868
W,2016,anchor_both,diff_strength,0.35522277782356004
W,2016,anchor_both,diff_schedule_strength,0.56679291150474087
W,2016,anchor_both,diff_win_rate,-0.095931443101201178
W,2016,anchor_both,diff_margin,0.2083984241302724
W,2016,anchor_both,diff_margin_sd,0.11753191884772607
W,2016,anchor_both,diff_adj_offense,0.38433542968796303
W,2016,anchor_both,diff_adj_defense,0.19629414751290153
W,2016,anchor_both,diff_two_posterior,0.23873237928690483
W,2016,anchor_both,diff_three_posterior,0.14518308804645724
W,2016,anchor_both,diff_free_posterior,0.14669019296942046
W,2016,anchor_both,diff_opp_two_posterior,0.069190226884586509
W,2016,anchor_both,diff_opp_three_posterior,0.034170993104717225
W,2016,anchor_both,diff_opp_free_posterior,-0.024299120958995651
W,2016,anchor_both,diff_three_share,-0.060318811593060399
W,2016,anchor_both,diff_opp_three_share,-0.10103359130721654
W,2016,anchor_both,diff_tov_rate,0.082139188757100856
W,2016,anchor_both,diff_orb_rate,0.22579493324660377
W,2016,anchor_both,diff_fta_rate,0.018041108969818666
W,2016,anchor_both,diff_opp_tov_rate,0.0432906033666925
W,2016,anchor_both,diff_opp_orb_rate,0.13678247634548812
W,2016,anchor_both,diff_opp_fta_rate,-0.027073182507960852
W,2016,anchor_both,possession_net_pp100,0.14357929598562019
W,2016,anchor_both,possession_rebound_edge_pp100,0.10661711158741456
W,2016,anchor_both,possession_turnover_edge_pp100,-0.076845630704368589
W,2016,anchor_both,possession_free_throw_edge_pp100,0.041355492870160042
W,2017,anchor,diff_seed,-0.48613938657682326
W,2017,anchor,diff_strength,0.44715249782882993
W,2017,anchor,diff_schedule_strength,0.63385639553621509
W,2017,anchor,diff_win_rate,-0.12543346917982076
W,2017,anchor,diff_margin,0.27920763943485599
W,2017,anchor,diff_margin_sd,0.13396278134491243
W,2017,anchor,diff_adj_offense,0.35821849367530467
W,2017,anchor,diff_adj_defense,0.36116073373301283
W,2017,anchor,diff_two_posterior,0.082784871931222651
W,2017,anchor,diff_three_posterior,-0.060421606276495538
W,2017,anchor,diff_free_posterior,0.25651910894100372
W,2017,anchor,diff_opp_two_posterior,0.0092467376062819653
W,2017,anchor,diff_opp_three_posterior,0.010780874151138443
W,2017,anchor,diff_opp_free_posterior,0.02296343648639931
W,2017,anchor,diff_three_share,0.057404117378599906
W,2017,anchor,diff_opp_three_share,-0.057358581458824186
W,2017,anchor_rates,diff_seed,-0.48330080445947732
W,2017,anchor_rates,diff_strength,0.41563674882513002
W,2017,anchor_rates,diff_schedule_strength,0.63240627607921163
W,2017,anchor_rates,diff_win_rate,-0.13460275002425015
W,2017,anchor_rates,diff_margin,0.24739437647820073
W,2017,anchor_rates,diff_margin_sd,0.10169081342392679
W,2017,anchor_rates,diff_adj_offense,0.33997640395877088
W,2017,anchor_rates,diff_adj_defense,0.32047627668817158
W,2017,anchor_rates,diff_two_posterior,0.089265988506964503
W,2017,anchor_rates,diff_three_posterior,-0.039471119536192263
W,2017,anchor_rates,diff_free_posterior,0.28624032050074139
W,2017,anchor_rates,diff_opp_two_posterior,-0.037440888166954053
W,2017,anchor_rates,diff_opp_three_posterior,0.00074009729874791562
W,2017,anchor_rates,diff_opp_free_posterior,0.050340234828424854
W,2017,anchor_rates,diff_three_share,0.089028648119503756
W,2017,anchor_rates,diff_opp_three_share,-0.062818663211760467
W,2017,anchor_rates,diff_tov_rate,0.017803368621491521
W,2017,anchor_rates,diff_orb_rate,0.14352573004427194
W,2017,anchor_rates,diff_fta_rate,-0.050872968792057452
W,2017,anchor_rates,diff_opp_tov_rate,0.11011955648212365
W,2017,anchor_rates,diff_opp_orb_rate,0.072530645346120887
W,2017,anchor_rates,diff_opp_fta_rate,-0.15852330054199115
W,2017,anchor_mechanism,diff_seed,-0.48345647311097378
