Gender,Season,DayNum,ID,y,p,route,model,capacity,block
M,2016,139,2016_1234_1437,0,0.3479069445465073,M_rankings,logistic,32,cap_32
M,2016,139,2016_1458_1462,1,0.5851112240960425,M_rankings,logistic,32,cap_32
M,2016,143,2016_1242_1268,1,0.7835170361669626,M_rankings,logistic,32,cap_32
M,2016,143,2016_1328_1401,1,0.5782174905602828,M_rankings,logistic,32,cap_32
M,2016,143,2016_1181_1332,0,0.7270666684426477,M_rankings,logistic,32,cap_32
M,2016,143,2016_1274_1437,0,0.37542022854549734,M_rankings,logistic,32,cap_32
M,2016,144,2016_1231_1314,0,0.3884019771507057,M_rankings,logistic,32,cap_32
M,2016,144,2016_1323_1458,1,0.4102837784984259,M_rankings,logistic,32,cap_32
M,2016,144,2016_1211_1393,0,0.5974626044528417,M_rankings,logistic,32,cap_32
M,2016,144,2016_1235_1438,0,0.3189557894026891,M_rankings,logistic,32,cap_32
M,2016,145,2016_1328_1332,1,0.6425797924754071,M_rankings,logistic,32,cap_32
M,2016,145,2016_1242_1437,0,0.6847475937759109,M_rankings,logistic,32,cap_32
M,2016,146,2016_1314_1323,1,0.731190360999147,M_rankings,logistic,32,cap_32
M,2016,146,2016_1393_1438,1,0.32342109849512357,M_rankings,logistic,32,cap_32
M,2016,152,2016_1314_1393,1,0.7357780798476412,M_rankings,logistic,32,cap_32
M,2016,152,2016_1328_1437,0,0.4335526233929517,M_rankings,logistic,32,cap_32
M,2016,154,2016_1314_1437,0,0.5692791385969032,M_rankings,logistic,32,cap_32
M,2016,134,2016_1192_1195,0,0.10190691550680175,M_rankings,logistic,64,cap_64
M,2016,134,2016_1435_1455,0,0.5937555752918413,M_rankings,logistic,64,cap_64
M,2016,135,2016_1221_1380,1,0.5698792151181635,M_rankings,logistic,64,cap_64
M,2016,135,2016_1276_1409,1,0.7636475715053339,M_rankings,logistic,64,cap_64
M,2016,136,2016_1114_1345,1,0.23916780521541264,M_rankings,logistic,64,cap_64
M,2016,136,2016_1139_1403,1,0.8476384496156286,M_rankings,logistic,64,cap_64
M,2016,136,2016_1160_1163,0,0.2002609422258348,M_rankings,logistic,64,cap_64
M,2016,136,2016_1181_1423,1,0.9222516691082588,M_rankings,logistic,64,cap_64
M,2016,136,2016_1211_1371,1,0.7051015522679247,M_rankings,logistic,64,cap_64
M,2016,136,2016_1151_1231,0,0.14424634222287097,M_rankings,logistic,64,cap_64
M,2016,136,2016_1233_1235,0,0.04623894736260831,M_rankings,logistic,64,cap_64
M,2016,136,2016_1122_1242,0,0.008091991190907755,M_rankings,logistic,64,cap_64
M,2016,136,2016_1246_1392,1,0.9623571298630562,M_rankings,logistic,64,cap_64
M,2016,136,2016_1138_1274,0,0.07033230261785123,M_rankings,logistic,64,cap_64
M,2016,136,2016_1195_1314,0,0.12299187624372121,M_rankings,logistic,64,cap_64
M,2016,136,2016_1344_1425,1,0.390164012932519,M_rankings,logistic,64,cap_64
M,2016,136,2016_1201_1428,0,0.1488849169170074,M_rankings,logistic,64,cap_64
M,2016,136,2016_1214_1438,0,0.0016965052191943442,M_rankings,logistic,64,cap_64
M,2016,136,2016_1112_1455,0,0.822986809439693,M_rankings,logistic,64,cap_64
M,2016,136,2016_1124_1463,0,0.8770422981833979,M_rankings,logistic,64,cap_64
M,2016,137,2016_1143_1218,0,0.5607464061067722,M_rankings,logistic,64,cap_64
M,2016,137,2016_1234_1396,1,0.9142276301891858,M_rankings,logistic,64,cap_64
M,2016,137,2016_1268_1355,1,0.8714550587485466,M_rankings,logistic,64,cap_64
M,2016,137,2016_1277_1292,0,0.9349063634674051,M_rankings,logistic,64,cap_64
M,2016,137,2016_1320_1400,1,0.4973603099602512,M_rankings,logistic,64,cap_64
M,2016,137,2016_1276_1323,0,0.5345316141456731,M_rankings,logistic,64,cap_64
M,2016,137,2016_1167_1328,0,0.08597221962556406,M_rankings,logistic,64,cap_64
M,2016,137,2016_1221_1332,0,0.05529243284433183,M_rankings,logistic,64,cap_64
M,2016,137,2016_1372_1452,1,0.0590839420673504,M_rankings,logistic,64,cap_64
M,2016,137,2016_1153_1386,0,0.7207846178087378,M_rankings,logistic,64,cap_64
M,2016,137,2016_1173_1393,0,0.41295272165483565,M_rankings,logistic,64,cap_64
M,2016,137,2016_1401_1453,1,0.8841136221598037,M_rankings,logistic,64,cap_64
M,2016,137,2016_1333_1433,0,0.18505103032499837,M_rankings,logistic,64,cap_64
M,2016,137,2016_1421_1437,0,0.05733483386689553,M_rankings,logistic,64,cap_64
M,2016,137,2016_1338_1458,0,0.3446195134622103,M_rankings,logistic,64,cap_64
M,2016,137,2016_1451_1462,0,0.05826645423108179,M_rankings,logistic,64,cap_64
M,2016,138,2016_1181_1463,1,0.9468288222053824,M_rankings,logistic,64,cap_64
M,2016,138,2016_1211_1428,1,0.4927718191354876,M_rankings,logistic,64,cap_64
M,2016,138,2016_1231_1246,1,0.23172226488558284,M_rankings,logistic,64,cap_64
M,2016,138,2016_1114_1235,0,0.21657849743913943,M_rankings,logistic,64,cap_64
M,2016,138,2016_1163_1242,0,0.19294983513600023,M_rankings,logistic,64,cap_64
M,2016,138,2016_1274_1455,1,0.7368039846820187,M_rankings,logistic,64,cap_64
M,2016,138,2016_1314_1344,1,0.901043152864822,M_rankings,logistic,64,cap_64
M,2016,138,2016_1139_1438,0,0.3276559922117758,M_rankings,logistic,64,cap_64
M,2016,139,2016_1218_1268,0,0.32084591204299273,M_rankings,logistic,64,cap_64
M,2016,139,2016_1323_1372,1,0.9008195116788538,M_rankings,logistic,64,cap_64
M,2016,139,2016_1328_1433,1,0.5471282405958888,M_rankings,logistic,64,cap_64
M,2016,139,2016_1332_1386,1,0.7420593150863688,M_rankings,logistic,64,cap_64
M,2016,139,2016_1292_1393,0,0.22384065195424002,M_rankings,logistic,64,cap_64
M,2016,139,2016_1320_1401,0,0.32362928778680766,M_rankings,logistic,64,cap_64
M,2016,139,2016_1234_1437,0,0.2861379221807012,M_rankings,logistic,64,cap_64
M,2016,139,2016_1458_1462,1,0.644440916667937,M_rankings,logistic,64,cap_64
M,2016,143,2016_1242_1268,1,0.8073788357450191,M_rankings,logistic,64,cap_64
M,2016,143,2016_1328_1401,1,0.45918153223950214,M_rankings,logistic,64,cap_64
M,2016,143,2016_1181_1332,0,0.7995322278025274,M_rankings,logistic,64,cap_64
M,2016,143,2016_1274_1437,0,0.3668086734749554,M_rankings,logistic,64,cap_64
M,2016,144,2016_1231_1314,0,0.38202582994037965,M_rankings,logistic,64,cap_64
M,2016,144,2016_1323_1458,1,0.2862577355947158,M_rankings,logistic,64,cap_64
M,2016,144,2016_1211_1393,0,0.6583048206300184,M_rankings,logistic,64,cap_64
M,2016,144,2016_1235_1438,0,0.37862643613456154,M_rankings,logistic,64,cap_64
M,2016,145,2016_1328_1332,1,0.5170241156849333,M_rankings,logistic,64,cap_64
M,2016,145,2016_1242_1437,0,0.6748685931234881,M_rankings,logistic,64,cap_64
M,2016,146,2016_1314_1323,1,0.7046976796409056,M_rankings,logistic,64,cap_64
M,2016,146,2016_1393_1438,1,0.18118026909058976,M_rankings,logistic,64,cap_64
M,2016,152,2016_1314_1393,1,0.7523029825749366,M_rankings,logistic,64,cap_64
M,2016,152,2016_1328_1437,0,0.30006656550300215,M_rankings,logistic,64,cap_64
M,2016,154,2016_1314_1437,0,0.4445743772638442,M_rankings,logistic,64,cap_64
M,2016,134,2016_1192_1195,0,0.029142836142928896,M_rankings,logistic,128,cap_128
M,2016,134,2016_1435_1455,0,0.6627053491516812,M_rankings,logistic,128,cap_128
M,2016,135,2016_1221_1380,1,0.7024321684904847,M_rankings,logistic,128,cap_128
M,2016,135,2016_1276_1409,1,0.876285725195341,M_rankings,logistic,128,cap_128
M,2016,136,2016_1114_1345,1,0.09629154621176911,M_rankings,logistic,128,cap_128
M,2016,136,2016_1139_1403,1,0.8963602164305724,M_rankings,logistic,128,cap_128
M,2016,136,2016_1160_1163,0,0.18466579128507843,M_rankings,logistic,128,cap_128
M,2016,136,2016_1181_1423,1,0.974355833548153,M_rankings,logistic,128,cap_128
M,2016,136,2016_1211_1371,1,0.7409197509422859,M_rankings,logistic,128,cap_128
M,2016,136,2016_1151_1231,0,0.047759985467649535,M_rankings,logistic,128,cap_128
M,2016,136,2016_1233_1235,0,0.01015714362481579,M_rankings,logistic,128,cap_128
M,2016,136,2016_1122_1242,0,0.019027867022465728,M_rankings,logistic,128,cap_128
M,2016,136,2016_1246_1392,1,0.9806723521404143,M_rankings,logistic,128,cap_128
M,2016,136,2016_1138_1274,0,0.09358703101079408,M_rankings,logistic,128,cap_128
M,2016,136,2016_1195_1314,0,0.027339988888768374,M_rankings,logistic,128,cap_128
M,2016,136,2016_1344_1425,1,0.30125223534359763,M_rankings,logistic,128,cap_128
M,2016,136,2016_1201_1428,0,0.12106718324878968,M_rankings,logistic,128,cap_128
M,2016,136,2016_1214_1438,0,0.0010491982339596029,M_rankings,logistic,128,cap_128
M,2016,136,2016_1112_1455,0,0.9290999137033905,M_rankings,logistic,128,cap_128
M,2016,136,2016_1124_1463,0,0.9092928952734262,M_rankings,logistic,128,cap_128
M,2016,137,2016_1143_1218,0,0.7130610878595152,M_rankings,logistic,128,cap_128
M,2016,137,2016_1234_1396,1,0.8616288802420079,M_rankings,logistic,128,cap_128
M,2016,137,2016_1268_1355,1,0.890807103847624,M_rankings,logistic,128,cap_128
M,2016,137,2016_1277_1292,0,0.990366869507193,M_rankings,logistic,128,cap_128
M,2016,137,2016_1320_1400,1,0.46327187957104926,M_rankings,logistic,128,cap_128
M,2016,137,2016_1276_1323,0,0.22873646073663356,M_rankings,logistic,128,cap_128
M,2016,137,2016_1167_1328,0,0.049818901817501704,M_rankings,logistic,128,cap_128
M,2016,137,2016_1221_1332,0,0.0422174020956983,M_rankings,logistic,128,cap_128
M,2016,137,2016_1372_1452,1,0.013814035413751424,M_rankings,logistic,128,cap_128
M,2016,137,2016_1153_1386,0,0.7531589760563047,M_rankings,logistic,128,cap_128
M,2016,137,2016_1173_1393,0,0.3376331944798434,M_rankings,logistic,128,cap_128
M,2016,137,2016_1401_1453,1,0.9121231110125889,M_rankings,logistic,128,cap_128
M,2016,137,2016_1333_1433,0,0.12109755795782084,M_rankings,logistic,128,cap_128
M,2016,137,2016_1421_1437,0,0.027135339108212697,M_rankings,logistic,128,cap_128
M,2016,137,2016_1338_1458,0,0.5339481715949002,M_rankings,logistic,128,cap_128
M,2016,137,2016_1451_1462,0,0.058819647229892025,M_rankings,logistic,128,cap_128
M,2016,138,2016_1181_1463,1,0.9535379079984144,M_rankings,logistic,128,cap_128
M,2016,138,2016_1211_1428,1,0.5595433958827712,M_rankings,logistic,128,cap_128
M,2016,138,2016_1231_1246,1,0.11620621228180616,M_rankings,logistic,128,cap_128
M,2016,138,2016_1114_1235,0,0.048851865540730344,M_rankings,logistic,128,cap_128
M,2016,138,2016_1163_1242,0,0.37049553856419165,M_rankings,logistic,128,cap_128
M,2016,138,2016_1274_1455,1,0.9095902351054618,M_rankings,logistic,128,cap_128
M,2016,138,2016_1314_1344,1,0.9844082389605076,M_rankings,logistic,128,cap_128
M,2016,138,2016_1139_1438,0,0.06787361868436115,M_rankings,logistic,128,cap_128
M,2016,139,2016_1218_1268,0,0.034590626960206206,M_rankings,logistic,128,cap_128
M,2016,139,2016_1323_1372,1,0.989975433412309,M_rankings,logistic,128,cap_128
M,2016,139,2016_1328_1433,1,0.28736427852253427,M_rankings,logistic,128,cap_128
M,2016,139,2016_1332_1386,1,0.7285386709433226,M_rankings,logistic,128,cap_128
M,2016,139,2016_1292_1393,0,0.11054978912528579,M_rankings,logistic,128,cap_128
M,2016,139,2016_1320_1401,0,0.23563562616604888,M_rankings,logistic,128,cap_128
M,2016,139,2016_1234_1437,0,0.2199504180234073,M_rankings,logistic,128,cap_128
M,2016,139,2016_1458_1462,1,0.7199107816068135,M_rankings,logistic,128,cap_128
M,2016,143,2016_1242_1268,1,0.42487734912240716,M_rankings,logistic,128,cap_128
M,2016,143,2016_1328_1401,1,0.3683116452507289,M_rankings,logistic,128,cap_128
M,2016,143,2016_1181_1332,0,0.8563198625712611,M_rankings,logistic,128,cap_128
M,2016,143,2016_1274_1437,0,0.39322848175246317,M_rankings,logistic,128,cap_128
M,2016,144,2016_1231_1314,0,0.1597700088319236,M_rankings,logistic,128,cap_128
M,2016,144,2016_1323_1458,1,0.698636056569804,M_rankings,logistic,128,cap_128
M,2016,144,2016_1211_1393,0,0.5974823143402659,M_rankings,logistic,128,cap_128
M,2016,144,2016_1235_1438,0,0.24268904336800629,M_rankings,logistic,128,cap_128
M,2016,145,2016_1328_1332,1,0.47627788730951687,M_rankings,logistic,128,cap_128
M,2016,145,2016_1242_1437,0,0.3864551449341263,M_rankings,logistic,128,cap_128
M,2016,146,2016_1314_1323,1,0.5489800389686097,M_rankings,logistic,128,cap_128
M,2016,146,2016_1393_1438,1,0.06415535008316753,M_rankings,logistic,128,cap_128
M,2016,152,2016_1314_1393,1,0.8774805416911569,M_rankings,logistic,128,cap_128
M,2016,152,2016_1328_1437,0,0.21704649993449326,M_rankings,logistic,128,cap_128
M,2016,154,2016_1314_1437,0,0.679222715822126,M_rankings,logistic,128,cap_128
M,2016,134,2016_1192_1195,0,0.05209923033796304,M_rankings,logistic,256,cap_256
M,2016,134,2016_1435_1455,0,0.5606371559006684,M_rankings,logistic,256,cap_256
M,2016,135,2016_1221_1380,1,0.7980121632993786,M_rankings,logistic,256,cap_256
M,2016,135,2016_1276_1409,1,0.9638196040135041,M_rankings,logistic,256,cap_256
M,2016,136,2016_1114_1345,1,0.009140257294873388,M_rankings,logistic,256,cap_256
M,2016,136,2016_1139_1403,1,0.6648563306677224,M_rankings,logistic,256,cap_256
M,2016,136,2016_1160_1163,0,0.023860087568325028,M_rankings,logistic,256,cap_256
M,2016,136,2016_1181_1423,1,0.9989381785279259,M_rankings,logistic,256,cap_256
M,2016,136,2016_1211_1371,1,0.8412764612128436,M_rankings,logistic,256,cap_256
M,2016,136,2016_1151_1231,0,0.006808907686299603,M_rankings,logistic,256,cap_256
M,2016,136,2016_1233_1235,0,0.01394870548063909,M_rankings,logistic,256,cap_256
M,2016,136,2016_1122_1242,0,0.01714025302782146,M_rankings,logistic,256,cap_256
M,2016,136,2016_1246_1392,1,0.9445034614031607,M_rankings,logistic,256,cap_256
M,2016,136,2016_1138_1274,0,0.021639068283638763,M_rankings,logistic,256,cap_256
M,2016,136,2016_1195_1314,0,0.0012351245231256858,M_rankings,logistic,256,cap_256
M,2016,136,2016_1344_1425,1,0.20641330752911147,M_rankings,logistic,256,cap_256
M,2016,136,2016_1201_1428,0,0.0018853421718130758,M_rankings,logistic,256,cap_256
M,2016,136,2016_1214_1438,0,0.011540419276394376,M_rankings,logistic,256,cap_256
M,2016,136,2016_1112_1455,0,0.978415285627011,M_rankings,logistic,256,cap_256
M,2016,136,2016_1124_1463,0,0.9947589030640813,M_rankings,logistic,256,cap_256
M,2016,137,2016_1143_1218,0,0.19952428968045538,M_rankings,logistic,256,cap_256
M,2016,137,2016_1234_1396,1,0.2805987686487581,M_rankings,logistic,256,cap_256
M,2016,137,2016_1268_1355,1,0.9983086108528283,M_rankings,logistic,256,cap_256
M,2016,137,2016_1277_1292,0,0.999692849270946,M_rankings,logistic,256,cap_256
M,2016,137,2016_1320_1400,1,0.6835247584078992,M_rankings,logistic,256,cap_256
M,2016,137,2016_1276_1323,0,0.239314389335277,M_rankings,logistic,256,cap_256
M,2016,137,2016_1167_1328,0,0.011654430515480096,M_rankings,logistic,256,cap_256
M,2016,137,2016_1221_1332,0,0.03272941267294627,M_rankings,logistic,256,cap_256
M,2016,137,2016_1372_1452,1,0.0005786289395291466,M_rankings,logistic,256,cap_256
M,2016,137,2016_1153_1386,0,0.5033229857136146,M_rankings,logistic,256,cap_256
M,2016,137,2016_1173_1393,0,0.45360857775474267,M_rankings,logistic,256,cap_256
M,2016,137,2016_1401_1453,1,0.9794125962073756,M_rankings,logistic,256,cap_256
M,2016,137,2016_1333_1433,0,0.11004031872078213,M_rankings,logistic,256,cap_256
M,2016,137,2016_1421_1437,0,0.0021009916665287176,M_rankings,logistic,256,cap_256
M,2016,137,2016_1338_1458,0,0.8086499391697144,M_rankings,logistic,256,cap_256
M,2016,137,2016_1451_1462,0,0.0014384600622574517,M_rankings,logistic,256,cap_256
M,2016,138,2016_1181_1463,1,0.9962435096078431,M_rankings,logistic,256,cap_256
M,2016,138,2016_1211_1428,1,0.694920933471785,M_rankings,logistic,256,cap_256
M,2016,138,2016_1231_1246,1,0.5661169035709618,M_rankings,logistic,256,cap_256
M,2016,138,2016_1114_1235,0,0.022064647703753826,M_rankings,logistic,256,cap_256
M,2016,138,2016_1163_1242,0,0.8173151252941633,M_rankings,logistic,256,cap_256
M,2016,138,2016_1274_1455,1,0.9893048237664814,M_rankings,logistic,256,cap_256
M,2016,138,2016_1314_1344,1,0.9986053237734641,M_rankings,logistic,256,cap_256
M,2016,138,2016_1139_1438,0,0.14098908413106237,M_rankings,logistic,256,cap_256
M,2016,139,2016_1218_1268,0,0.01291313559870666,M_rankings,logistic,256,cap_256
M,2016,139,2016_1323_1372,1,0.9998705174761096,M_rankings,logistic,256,cap_256
M,2016,139,2016_1328_1433,1,0.5402108107211518,M_rankings,logistic,256,cap_256
M,2016,139,2016_1332_1386,1,0.40182327937738904,M_rankings,logistic,256,cap_256
M,2016,139,2016_1292_1393,0,0.01858733153691078,M_rankings,logistic,256,cap_256
M,2016,139,2016_1320_1401,0,0.739386438667233,M_rankings,logistic,256,cap_256
M,2016,139,2016_1234_1437,0,0.033079964116052185,M_rankings,logistic,256,cap_256
M,2016,139,2016_1458_1462,1,0.160009681411017,M_rankings,logistic,256,cap_256
M,2016,143,2016_1242_1268,1,0.1023999838762788,M_rankings,logistic,256,cap_256
M,2016,143,2016_1328_1401,1,0.9055511526655153,M_rankings,logistic,256,cap_256
M,2016,143,2016_1181_1332,0,0.9237722561082493,M_rankings,logistic,256,cap_256
M,2016,143,2016_1274_1437,0,0.42265509113968247,M_rankings,logistic,256,cap_256
M,2016,144,2016_1231_1314,0,0.076127269908907,M_rankings,logistic,256,cap_256
M,2016,144,2016_1323_1458,1,0.9710607621761376,M_rankings,logistic,256,cap_256
M,2016,144,2016_1211_1393,0,0.40165911606322524,M_rankings,logistic,256,cap_256
M,2016,144,2016_1235_1438,0,0.7227785163115983,M_rankings,logistic,256,cap_256
M,2016,145,2016_1328_1332,1,0.7854921281626162,M_rankings,logistic,256,cap_256
M,2016,145,2016_1242_1437,0,0.29287907774112626,M_rankings,logistic,256,cap_256
M,2016,146,2016_1314_1323,1,0.581248099312704,M_rankings,logistic,256,cap_256
M,2016,146,2016_1393_1438,1,0.7557403978024916,M_rankings,logistic,256,cap_256
M,2016,152,2016_1314_1393,1,0.8759511128292974,M_rankings,logistic,256,cap_256
M,2016,152,2016_1328_1437,0,0.344855820426245,M_rankings,logistic,256,cap_256
M,2016,154,2016_1314_1437,0,0.8638361558429547,M_rankings,logistic,256,cap_256
M,2017,134,2017_1243_1448,1,0.5702011814020401,M_rankings,logistic,32,cap_32
M,2017,134,2017_1291_1309,1,0.3822008562887107,M_rankings,logistic,32,cap_32
M,2017,135,2017_1300_1413,0,0.4058868178482436,M_rankings,logistic,32,cap_32
M,2017,135,2017_1344_1425,0,0.5044125067054734,M_rankings,logistic,32,cap_32
M,2017,136,2017_1112_1315,1,0.9459840213046364,M_rankings,logistic,32,cap_32
M,2017,136,2017_1139_1457,1,0.8260171284332989,M_rankings,logistic,32,cap_32
M,2017,136,2017_1190_1196,0,0.20715960738451633,M_rankings,logistic,32,cap_32
M,2017,136,2017_1195_1199,0,0.0711535871324726,M_rankings,logistic,32,cap_32
M,2017,136,2017_1211_1355,1,0.9822657882068769,M_rankings,logistic,32,cap_32
M,2017,136,2017_1235_1305,1,0.7592106223283531,M_rankings,logistic,32,cap_32
M,2017,136,2017_1278_1292,0,0.5098867559241338,M_rankings,logistic,32,cap_32
M,2017,136,2017_1321_1435,1,0.5432926060547811,M_rankings,logistic,32,cap_32
M,2017,136,2017_1323_1343,1,0.7261748096988275,M_rankings,logistic,32,cap_32
M,2017,136,2017_1345_1436,1,0.7603331133451374,M_rankings,logistic,32,cap_32
M,2017,136,2017_1388_1433,1,0.6757684590964823,M_rankings,logistic,32,cap_32
M,2017,136,2017_1291_1437,0,0.009801935671079065,M_rankings,logistic,32,cap_32
M,2017,136,2017_1423_1438,0,0.14763855290199923,M_rankings,logistic,32,cap_32
M,2017,136,2017_1137_1452,0,0.09490637240484684,M_rankings,logistic,32,cap_32
M,2017,136,2017_1439_1458,0,0.19751040670098935,M_rankings,logistic,32,cap_32
M,2017,136,2017_1268_1462,0,0.49942687402669,M_rankings,logistic,32,cap_32
M,2017,137,2017_1116_1371,1,0.6192804931372988,M_rankings,logistic,32,cap_32
M,2017,137,2017_1124_1308,1,0.9114748008065879,M_rankings,logistic,32,cap_32
M,2017,137,2017_1153_1243,1,0.7516022269035534,M_rankings,logistic,32,cap_32
M,2017,137,2017_1181_1407,1,0.9635753504916769,M_rankings,logistic,32,cap_32
M,2017,137,2017_1242_1413,1,0.9845002296100036,M_rankings,logistic,32,cap_32
M,2017,137,2017_1246_1297,1,0.9709090113491284,M_rankings,logistic,32,cap_32
M,2017,137,2017_1240_1257,0,0.017106782983741464,M_rankings,logistic,32,cap_32
M,2017,137,2017_1276_1329,1,0.6294316013582453,M_rankings,logistic,32,cap_32
M,2017,137,2017_1274_1277,0,0.6654222016556389,M_rankings,logistic,32,cap_32
M,2017,137,2017_1314_1411,1,0.992528797881265,M_rankings,logistic,32,cap_32
M,2017,137,2017_1233_1332,0,0.07361343012131155,M_rankings,logistic,32,cap_32
M,2017,137,2017_1166_1348,0,0.6256327641266928,M_rankings,logistic,32,cap_32
M,2017,137,2017_1266_1376,0,0.5693588583500939,M_rankings,logistic,32,cap_32
M,2017,137,2017_1245_1417,0,0.16705599614626493,M_rankings,logistic,32,cap_32
M,2017,137,2017_1374_1425,0,0.7986400243789742,M_rankings,logistic,32,cap_32
M,2017,137,2017_1173_1455,0,0.3007721333380488,M_rankings,logistic,32,cap_32
M,2017,138,2017_1112_1388,1,0.6328220102089285,M_rankings,logistic,32,cap_32
M,2017,138,2017_1139_1292,1,0.6275383606302436,M_rankings,logistic,32,cap_32
M,2017,138,2017_1196_1438,1,0.42869372506302944,M_rankings,logistic,32,cap_32
M,2017,138,2017_1211_1321,1,0.8968665808847827,M_rankings,logistic,32,cap_32
M,2017,138,2017_1235_1345,0,0.5347652382809416,M_rankings,logistic,32,cap_32
M,2017,138,2017_1323_1452,0,0.39934488666283136,M_rankings,logistic,32,cap_32
M,2017,138,2017_1437_1458,0,0.6757350637779731,M_rankings,logistic,32,cap_32
M,2017,138,2017_1199_1462,0,0.6687513309837625,M_rankings,logistic,32,cap_32
M,2017,139,2017_1124_1425,1,0.8092039926544599,M_rankings,logistic,32,cap_32
M,2017,139,2017_1242_1277,1,0.8314574453591501,M_rankings,logistic,32,cap_32
M,2017,139,2017_1246_1455,1,0.6890422024586349,M_rankings,logistic,32,cap_32
M,2017,139,2017_1257_1276,0,0.7469283281358966,M_rankings,logistic,32,cap_32
M,2017,139,2017_1116_1314,0,0.17354141595745332,M_rankings,logistic,32,cap_32
