Gender,Season,Slot,Round,TeamID,TeamName,WinSlotProbability
M,2026,R2X3,2,1335,Penn,0.009234423460598823
M,2026,R2X4,2,1304,Nebraska,0.3884461446413145
M,2026,R2X4,2,1435,Vanderbilt,0.5311761581929509
M,2026,R2X4,2,1270,McNeese St,0.0633099912200115
M,2026,R2X4,2,1407,Troy,0.017067705945723165
M,2026,R2Y2,2,1235,Iowa St,0.7170383448312673
M,2026,R2Y2,2,1246,Kentucky,0.15801437159726633
M,2026,R2Y2,2,1365,Santa Clara,0.12020614260167697
M,2026,R2Y2,2,1398,Tennessee St,0.004741140969789456
M,2026,R2Y4,2,1104,Alabama,0.4589331259509723
M,2026,R2Y4,2,1403,Texas Tech,0.41434548293479206
M,2026,R2Y4,2,1103,Akron,0.08977184074303046
M,2026,R2Y4,2,1220,Hofstra,0.03694955037120516
M,2026,R2Z1,2,1112,Arizona,0.8145250894955863
M,2026,R2Z1,2,1437,Villanova,0.03937234537081928
M,2026,R2Z1,2,1429,Utah St,0.14538145336599528
M,2026,R2Z1,2,1254,LIU Brooklyn,0.0007211117675991752
M,2026,R2Z2,2,1345,Purdue,0.74517009748612
M,2026,R2Z2,2,1274,Miami FL,0.15989547534556886
M,2026,R2Z2,2,1281,Missouri,0.0883282317416339
M,2026,R2Z2,2,1474,Queens NC,0.0066061954266772496
M,2026,R2Z4,2,1116,Arkansas,0.5808802701384352
M,2026,R2Z4,2,1458,Wisconsin,0.3636265221285484
M,2026,R2Z4,2,1219,High Point,0.04221416442565924
M,2026,R2Z4,2,1218,Hawaii,0.013279043307357099
M,2026,R3W1,3,1181,Duke,0.674910421616236
M,2026,R3W1,3,1242,Kansas,0.11088889007292223
M,2026,R3W1,3,1385,St John's,0.17351527224649313
M,2026,R3W1,3,1320,Northern Iowa,0.004345541833883563
M,2026,R3W1,3,1465,Cal Baptist,0.0007097528534652425
M,2026,R3W1,3,1326,Ohio St,0.025802854463215424
M,2026,R3W1,3,1395,TCU,0.009692566429990713
M,2026,R3W1,3,1373,Siena,0.0001347004837935149
M,2026,R3W2,3,1163,Connecticut,0.3990209205699074
M,2026,R3W2,3,1277,Michigan St,0.2719712842005494
M,2026,R3W2,3,1257,Louisville,0.1616155115847891
M,2026,R3W2,3,1378,South Florida,0.04217577439162211
M,2026,R3W2,3,1295,N Dakota St,0.002152850752434258
M,2026,R3W2,3,1417,UCLA,0.0995575134384774
M,2026,R3W2,3,1416,UCF,0.022990849348884883
M,2026,R3W2,3,1202,Furman,0.0005152957133353536
M,2026,R3X2,3,1222,Houston,0.43707516835007354
M,2026,R3X2,3,1228,Illinois,0.3063301313145834
M,2026,R3X2,3,1314,North Carolina,0.08598025755041343
M,2026,R3X2,3,1433,VCU,0.04705319167514863
M,2026,R3X2,3,1335,Penn,0.0007318097714578579
M,2026,R3X2,3,1388,St Mary's CA,0.09358192382824537
M,2026,R3X2,3,1401,Texas A&M,0.02907809107548233
M,2026,R3X2,3,1225,Idaho,0.00016942643459543627
M,2026,R3Z1,3,1112,Arizona,0.6096794025046349
M,2026,R3Z1,3,1116,Arkansas,0.20449650063074812
M,2026,R3Z1,3,1458,Wisconsin,0.10471629861227902
M,2026,R3Z1,3,1219,High Point,0.0044787556227814645
M,2026,R3Z1,3,1218,Hawaii,0.000751769184236729
M,2026,R3Z1,3,1437,Villanova,0.011202546316414716
M,2026,R3Z1,3,1429,Utah St,0.06464501842268855
M,2026,R3Z1,3,1254,LIU Brooklyn,2.9708706216462846e-05
M,2026,R4W1,4,1181,Duke,0.5292228034235995
M,2026,R4W1,4,1163,Connecticut,0.14023933644391934
M,2026,R4W1,4,1277,Michigan St,0.08444864438820575
M,2026,R4W1,4,1257,Louisville,0.04573571647116472
M,2026,R4W1,4,1378,South Florida,0.00756743310337827
M,2026,R4W1,4,1295,N Dakota St,0.00012942600965489638
M,2026,R4W1,4,1417,UCLA,0.0221170650347537
M,2026,R4W1,4,1416,UCF,0.003132079171889189
M,2026,R4W1,4,1202,Furman,1.784332825144386e-05
M,2026,R4W1,4,1242,Kansas,0.0545907278962003
M,2026,R4W1,4,1385,St John's,0.1004456716642415
M,2026,R4W1,4,1320,Northern Iowa,0.0009257802664993263
M,2026,R4W1,4,1465,Cal Baptist,8.003324180273465e-05
M,2026,R4W1,4,1326,Ohio St,0.008809566606499968
M,2026,R4W1,4,1395,TCU,0.0025293197528769695
M,2026,R4W1,4,1373,Siena,8.553197062113209e-06
M,2026,X16,0,1250,Lehigh,0.5977329909801483
M,2026,X16,0,1341,Prairie View,0.4022670090198517
M,2026,Y11,0,1275,Miami OH,0.3114525079727173
M,2026,Y11,0,1374,SMU,0.6885474920272827
M,2026,Y16,0,1224,Howard,0.4538748562335968
M,2026,Y16,0,1420,UMBC,0.5461251437664032
M,2026,Z11,0,1301,NC State,0.61884506046772
M,2026,Z11,0,1400,Texas,0.38115493953227997
M,2026,R1X1,1,1196,Florida,0.9883427322716379
M,2026,R1X1,1,1250,Lehigh,0.008012381307107769
M,2026,R1X1,1,1341,Prairie View,0.0036448864212542675
M,2026,R1Y1,1,1276,Michigan,0.9845740395879641
M,2026,R1Y1,1,1224,Howard,0.006312465382387153
M,2026,R1Y1,1,1420,UMBC,0.009113495029648727
M,2026,R1Y6,1,1397,Tennessee,0.7211416177237631
M,2026,R1Y6,1,1275,Miami OH,0.05555622932354787
M,2026,R1Y6,1,1374,SMU,0.22330215295268907
M,2026,R1Z6,1,1140,BYU,0.6267983050863986
M,2026,R1Z6,1,1301,NC State,0.2571346320164998
M,2026,R1Z6,1,1400,Texas,0.11606706289710167
M,2026,R2X1,2,1196,Florida,0.781558594171579
M,2026,R2X1,2,1155,Clemson,0.12511026899740388
M,2026,R2X1,2,1234,Iowa,0.09281538364273217
M,2026,R2X1,2,1250,Lehigh,0.00039335164716096686
M,2026,R2X1,2,1341,Prairie View,0.00012240154112387751
M,2026,R2Y1,2,1276,Michigan,0.809435313664671
M,2026,R2Y1,2,1208,Georgia,0.07223145241118656
M,2026,R2Y1,2,1387,St Louis,0.11727042763909251
M,2026,R2Y1,2,1224,Howard,0.00039142869766841846
M,2026,R2Y1,2,1420,UMBC,0.0006713775873815174
M,2026,R2Y3,2,1438,Virginia,0.5851177764408526
M,2026,R2Y3,2,1397,Tennessee,0.3282972109122657
M,2026,R2Y3,2,1275,Miami OH,0.0097107560434826
M,2026,R2Y3,2,1374,SMU,0.06673228282975395
M,2026,R2Y3,2,1460,Wright St,0.010141973773645153
M,2026,R2Z3,2,1211,Gonzaga,0.70188649461119
M,2026,R2Z3,2,1140,BYU,0.20361259901837253
M,2026,R2Z3,2,1301,NC State,0.06692192636585569
M,2026,R2Z3,2,1400,Texas,0.021557069780273025
M,2026,R2Z3,2,1244,Kennesaw,0.006021910224308869
M,2026,R3X1,3,1196,Florida,0.5329922275825351
M,2026,R3X1,3,1304,Nebraska,0.13393893517701463
M,2026,R3X1,3,1435,Vanderbilt,0.23875460083765881
M,2026,R3X1,3,1270,McNeese St,0.011119710449314476
M,2026,R3X1,3,1407,Troy,0.001434133544336359
M,2026,R3X1,3,1155,Clemson,0.04894497607725178
M,2026,R3X1,3,1234,Iowa,0.03279942272717185
M,2026,R3X1,3,1250,Lehigh,1.3183424722927117e-05
M,2026,R3X1,3,1341,Prairie View,2.8101799940261753e-06
M,2026,R3Y1,3,1276,Michigan,0.6319046189080896
M,2026,R3Y1,3,1104,Alabama,0.13851066220160507
M,2026,R3Y1,3,1403,Texas Tech,0.12796662768864234
M,2026,R3Y1,3,1103,Akron,0.013509372036754362
M,2026,R3Y1,3,1220,Hofstra,0.0033941694405058994
M,2026,R3Y1,3,1208,Georgia,0.029361320899806687
M,2026,R3Y1,3,1387,St Louis,0.055288811248980066
M,2026,R3Y1,3,1224,Howard,2.1231052819682758e-05
M,2026,R3Y1,3,1420,UMBC,4.318652279630664e-05
M,2026,R3Y2,3,1235,Iowa St,0.4602289880899561
M,2026,R3Y2,3,1438,Virginia,0.28059039661534935
M,2026,R3Y2,3,1397,Tennessee,0.13269813754808735
M,2026,R3Y2,3,1275,Miami OH,0.0013472226694776037
M,2026,R3Y2,3,1374,SMU,0.016969528171857064
M,2026,R3Y2,3,1460,Wright St,0.0008040464104819324
M,2026,R3Y2,3,1246,Kentucky,0.06331431783636207
M,2026,R3Y2,3,1365,Santa Clara,0.04367033431764319
M,2026,R3Y2,3,1398,Tennessee St,0.00037702834078532293
M,2026,R3Z2,3,1345,Purdue,0.39819650950257357
M,2026,R3Z2,3,1211,Gonzaga,0.4252855399782744
M,2026,R3Z2,3,1140,BYU,0.08303635984066715
M,2026,R3Z2,3,1301,NC State,0.022403909549561375
M,2026,R3Z2,3,1400,Texas,0.005255461788501501
M,2026,R3Z2,3,1244,Kennesaw,0.0005207804127315993
M,2026,R3Z2,3,1274,Miami FL,0.045351062928549825
M,2026,R3Z2,3,1281,Missouri,0.01955410549769334
M,2026,R3Z2,3,1474,Queens NC,0.00039627050144726533
M,2026,R4X1,4,1196,Florida,0.32072779419640235
M,2026,R4X1,4,1222,Houston,0.24496874166737218
M,2026,R4X1,4,1228,Illinois,0.15191424314204316
M,2026,R4X1,4,1314,North Carolina,0.03186121308104291
M,2026,R4X1,4,1433,VCU,0.01469640044460183
M,2026,R4X1,4,1335,Penn,5.710103119902714e-05
M,2026,R4X1,4,1388,St Mary's CA,0.035624657081584125
M,2026,R4X1,4,1401,Texas A&M,0.007960382660734061
M,2026,R4X1,4,1225,Idaho,8.147613724111079e-06
M,2026,R4X1,4,1304,Nebraska,0.04998265177479814
M,2026,R4X1,4,1435,Vanderbilt,0.11573089264770556
M,2026,R4X1,4,1270,McNeese St,0.0020940330942809467
M,2026,R4X1,4,1407,Troy,0.00012725450828694648
M,2026,R4X1,4,1155,Clemson,0.01518684853442678
M,2026,R4X1,4,1234,Iowa,0.00905930385278495
M,2026,R4X1,4,1250,Lehigh,2.923407134477616e-07
M,2026,R4X1,4,1341,Prairie View,4.232829943970383e-08
M,2026,R4Y1,4,1276,Michigan,0.4536929191813044
M,2026,R4Y1,4,1235,Iowa St,0.2134505987053558
M,2026,R4Y1,4,1438,Virginia,0.10608601011992022
M,2026,R4Y1,4,1397,Tennessee,0.04133517429647906
M,2026,R4Y1,4,1275,Miami OH,0.00013322589536421888
M,2026,R4Y1,4,1374,SMU,0.003184964067610186
M,2026,R4Y1,4,1460,Wright St,4.447636843954958e-05
M,2026,R4Y1,4,1246,Kentucky,0.016233708509972633
M,2026,R4Y1,4,1365,Santa Clara,0.009991807800314539
M,2026,R4Y1,4,1398,Tennessee St,1.6670631855566866e-05
M,2026,R4Y1,4,1104,Alabama,0.062102277531713886
M,2026,R4Y1,4,1403,Texas Tech,0.05848766400911715
M,2026,R4Y1,4,1103,Akron,0.0032548324041145825
M,2026,R4Y1,4,1220,Hofstra,0.0005112423503236421
M,2026,R4Y1,4,1208,Georgia,0.009749706862951794
M,2026,R4Y1,4,1387,St Louis,0.021721882886511355
M,2026,R4Y1,4,1224,Howard,8.291938758059889e-07
M,2026,R4Y1,4,1420,UMBC,2.0091847754993633e-06
M,2026,R4Z1,4,1112,Arizona,0.4311912139748498
M,2026,R4Z1,4,1345,Purdue,0.16408125191838968
M,2026,R4Z1,4,1211,Gonzaga,0.18967546422944412
M,2026,R4Z1,4,1140,BYU,0.022092161846605552
M,2026,R4Z1,4,1301,NC State,0.004676370783266431
M,2026,R4Z1,4,1400,Texas,0.0007527988597391712
M,2026,R4Z1,4,1244,Kennesaw,2.3505946687178173e-05
M,2026,R4Z1,4,1274,Miami FL,0.008942246033054985
M,2026,R4Z1,4,1281,Missouri,0.0029308811546791156
M,2026,R4Z1,4,1474,Queens NC,1.4838230843095654e-05
M,2026,R4Z1,4,1116,Arkansas,0.10212232552839037
M,2026,R4Z1,4,1458,Wisconsin,0.04422912113786342
M,2026,R4Z1,4,1219,High Point,0.0007582114539395377
M,2026,R4Z1,4,1218,Hawaii,6.91959213748603e-05
M,2026,R4Z1,4,1437,Villanova,0.0027681207370288527
M,2026,R4Z1,4,1429,Utah St,0.02567130173936855
M,2026,R4Z1,4,1254,LIU Brooklyn,9.905044752630043e-07
M,2026,R5WX,5,1181,Duke,0.38107789607922354
M,2026,R5WX,5,1196,Florida,0.15403625031107332
M,2026,R5WX,5,1222,Houston,0.11134415790362802
M,2026,R5WX,5,1228,Illinois,0.059882376693259416
M,2026,R5WX,5,1314,North Carolina,0.009054173587222153
M,2026,R5WX,5,1433,VCU,0.003464525522078698
M,2026,R5WX,5,1335,Penn,3.145136119550906e-06
M,2026,R5WX,5,1388,St Mary's CA,0.01042906479415062
M,2026,R5WX,5,1401,Texas A&M,0.001627639283189987
M,2026,R5WX,5,1225,Idaho,2.738461278436437e-07
M,2026,R5WX,5,1304,Nebraska,0.01389329952791482
M,2026,R5WX,5,1435,Vanderbilt,0.04308352753754225
M,2026,R5WX,5,1270,McNeese St,0.0002816849945357975
M,2026,R5WX,5,1407,Troy,7.909293508357696e-06
M,2026,R5WX,5,1155,Clemson,0.0034567175317185886
M,2026,R5WX,5,1234,Iowa,0.0018212694376105287
M,2026,R5WX,5,1250,Lehigh,4.481477578680496e-09
M,2026,R5WX,5,1341,Prairie View,4.4007536824455725e-10
M,2026,R5WX,5,1163,Connecticut,0.06716986446137148
M,2026,R5WX,5,1277,Michigan St,0.03632781615658491
M,2026,R5WX,5,1257,Louisville,0.01812075895987081
M,2026,R5WX,5,1378,South Florida,0.0019680992637017038
M,2026,R5WX,5,1295,N Dakota St,1.1554785204504373e-05
M,2026,R5WX,5,1417,UCLA,0.007028250984301914
M,2026,R5WX,5,1416,UCF,0.0006255546250020746
M,2026,R5WX,5,1202,Furman,9.185035891608252e-07
M,2026,R5WX,5,1242,Kansas,0.022407787685693237
M,2026,R5WX,5,1385,St John's,0.04980362327821582
M,2026,R5WX,5,1320,Northern Iowa,0.00015162790586347057
M,2026,R5WX,5,1465,Cal Baptist,6.737472246650771e-06
M,2026,R5WX,5,1326,Ohio St,0.0023986765983797726
M,2026,R5WX,5,1395,TCU,0.0005144136767754425
M,2026,R5WX,5,1373,Siena,3.992427423313757e-07
M,2026,R5YZ,5,1276,Michigan,0.2744599906689296
M,2026,R5YZ,5,1112,Arizona,0.27407385256936473
M,2026,R5YZ,5,1345,Purdue,0.07382450506429503
M,2026,R5YZ,5,1211,Gonzaga,0.09192105888464623
M,2026,R5YZ,5,1140,BYU,0.00654828546195582
M,2026,R5YZ,5,1301,NC State,0.0010955353940655616
M,2026,R5YZ,5,1400,Texas,0.0001219699223885011
M,2026,R5YZ,5,1244,Kennesaw,1.2099351513337015e-06
M,2026,R5YZ,5,1274,Miami FL,0.0019818073743330476
M,2026,R5YZ,5,1281,Missouri,0.0004965271822237349
M,2026,R5YZ,5,1474,Queens NC,6.337845705521774e-07
M,2026,R5YZ,5,1116,Arkansas,0.04359882510359067
M,2026,R5YZ,5,1458,Wisconsin,0.015720067984120605
M,2026,R5YZ,5,1219,High Point,0.00010251294398613707
M,2026,R5YZ,5,1218,Hawaii,4.98720537469496e-06
M,2026,R5YZ,5,1437,Villanova,0.0005557153553378598
M,2026,R5YZ,5,1429,Utah St,0.008535421286987019
M,2026,R5YZ,5,1254,LIU Brooklyn,2.5383512320275245e-08
M,2026,R5YZ,5,1235,Iowa St,0.09827994576023097
M,2026,R5YZ,5,1438,Virginia,0.0394217992139862
M,2026,R5YZ,5,1397,Tennessee,0.012524515669375414
M,2026,R5YZ,5,1275,Miami OH,1.218631035611961e-05
M,2026,R5YZ,5,1374,SMU,0.0005666055350034972
M,2026,R5YZ,5,1460,Wright St,2.243572994965616e-06
M,2026,R5YZ,5,1246,Kentucky,0.004006742841106832
M,2026,R5YZ,5,1365,Santa Clara,0.0021878021687384516
M,2026,R5YZ,5,1398,Tennessee St,6.695555164590936e-07
M,2026,R5YZ,5,1104,Alabama,0.02079104549023796
M,2026,R5YZ,5,1403,Texas Tech,0.02003171183974255
M,2026,R5YZ,5,1103,Akron,0.0005400137627987466
M,2026,R5YZ,5,1220,Hofstra,5.12472582419431e-05
M,2026,R5YZ,5,1208,Georgia,0.0023084975081100324
M,2026,R5YZ,5,1387,St Louis,0.006231961662122906
M,2026,R5YZ,5,1224,Howard,2.062572492712009e-08
M,2026,R5YZ,5,1420,UMBC,5.972087846154013e-08
M,2026,R6CH,6,1181,Duke,0.23596616016754823
M,2026,R6CH,6,1276,Michigan,0.1667060217496229
M,2026,R6CH,6,1112,Arizona,0.17016762427995388
M,2026,R6CH,6,1345,Purdue,0.03205201963333672
M,2026,R6CH,6,1211,Gonzaga,0.04309275641999144
M,2026,R6CH,6,1140,BYU,0.0018495480954757741
M,2026,R6CH,6,1301,NC State,0.00024308447508406475
M,2026,R6CH,6,1400,Texas,1.8568962806738757e-05
M,2026,R6CH,6,1244,Kennesaw,5.7673132500244866e-08
M,2026,R6CH,6,1274,Miami FL,0.00041544861459273994
M,2026,R6CH,6,1281,Missouri,7.910855785796424e-05
M,2026,R6CH,6,1474,Queens NC,2.5035223725645235e-08
M,2026,R6CH,6,1116,Arkansas,0.017930938504640684
M,2026,R6CH,6,1458,Wisconsin,0.005351901730857951
M,2026,R6CH,6,1219,High Point,1.2981472532962432e-05
M,2026,R6CH,6,1218,Hawaii,3.3385979173893384e-07
M,2026,R6CH,6,1437,Villanova,0.00010529016108057991
M,2026,R6CH,6,1429,Utah St,0.0027130497131433416
M,2026,R6CH,6,1254,LIU Brooklyn,5.999651433884022e-10
M,2026,R6CH,6,1235,Iowa St,0.045658162517228484
M,2026,R6CH,6,1438,Virginia,0.014834452905312052
M,2026,R6CH,6,1397,Tennessee,0.00385431481754534
M,2026,R6CH,6,1275,Miami OH,1.1412494581337567e-06
M,2026,R6CH,6,1374,SMU,0.00010291757248613246
M,2026,R6CH,6,1460,Wright St,1.159436997452142e-07
M,2026,R6CH,6,1246,Kentucky,0.001006862111905626
M,2026,R6CH,6,1365,Santa Clara,0.0004883019534472537
M,2026,R6CH,6,1398,Tennessee St,2.7550787983623298e-08
M,2026,R6CH,6,1104,Alabama,0.007059742532218301
M,2026,R6CH,6,1403,Texas Tech,0.00695617773259582
M,2026,R6CH,6,1103,Akron,9.151870891813347e-05
M,2026,R6CH,6,1220,Hofstra,5.258342959706222e-06
M,2026,R6CH,6,1208,Georgia,0.0005567473955884642
M,2026,R6CH,6,1387,St Louis,0.0018171991146090855
M,2026,R6CH,6,1224,Howard,5.25590781929935e-10
M,2026,R6CH,6,1420,UMBC,1.8185866743186797e-09
M,2026,R6CH,6,1196,Florida,0.07167195022016325
M,2026,R6CH,6,1222,Houston,0.04883074942697327
M,2026,R6CH,6,1228,Illinois,0.022536585367837234
M,2026,R6CH,6,1314,North Carolina,0.0024012314518296538
M,2026,R6CH,6,1433,VCU,0.0007535160658115146
M,2026,R6CH,6,1335,Penn,1.5177503715103502e-07
M,2026,R6CH,6,1388,St Mary's CA,0.0028548312411564164
M,2026,R6CH,6,1401,Texas A&M,0.0003046295815616547
M,2026,R6CH,6,1225,Idaho,8.004299934154006e-09
M,2026,R6CH,6,1304,Nebraska,0.0035989241728742916
M,2026,R6CH,6,1435,Vanderbilt,0.015249291795531143
M,2026,R6CH,6,1270,McNeese St,3.402768716611828e-05
M,2026,R6CH,6,1407,Troy,4.3171130932702526e-07
M,2026,R6CH,6,1155,Clemson,0.0007244387618504657
M,2026,R6CH,6,1234,Iowa,0.000334855383986476
M,2026,R6CH,6,1250,Lehigh,5.934534232396175e-11
M,2026,R6CH,6,1341,Prairie View,3.944934163378482e-12
M,2026,R6CH,6,1163,Connecticut,0.02509557179362244
M,2026,R6CH,6,1277,Michigan St,0.011977705392178226
M,2026,R6CH,6,1257,Louisville,0.005437534597129699
M,2026,R6CH,6,1378,South Florida,0.00037022075107473115
M,2026,R6CH,6,1295,N Dakota St,7.054140459946244e-07
M,2026,R6CH,6,1417,UCLA,0.0016467634573199574
M,2026,R6CH,6,1416,UCF,8.859210987529591e-05
M,2026,R6CH,6,1202,Furman,3.192520968786067e-08
M,2026,R6CH,6,1242,Kansas,0.0070008071462087295
M,2026,R6CH,6,1385,St John's,0.01938219808827192
M,2026,R6CH,6,1320,Northern Iowa,1.740353504269828e-05
M,2026,R6CH,6,1465,Cal Baptist,3.871958673914721e-07
M,2026,R6CH,6,1326,Ohio St,0.0004743064976262627
M,2026,R6CH,6,1395,TCU,7.427432343376939e-05
M,2026,R6CH,6,1373,Siena,1.2562837852180276e-08
W,2026,R1W1,1,3163,Connecticut,0.9498071856796741
W,2026,R1W1,1,3427,UT San Antonio,0.05019281432032585
W,2026,R1W2,1,3435,Vanderbilt,0.9272582307457924
W,2026,R1W2,1,3219,High Point,0.07274176925420761
W,2026,R1W3,1,3326,Ohio St,0.8956904336810112
W,2026,R1W3,1,3224,Howard,0.1043095663189888
W,2026,R1W4,1,3314,North Carolina,0.8526000380516052
W,2026,R1W4,1,3442,W Illinois,0.14739996194839478
W,2026,R1W5,1,3268,Maryland,0.7957674413919449
W,2026,R1W5,1,3293,Murray St,0.20423255860805511
W,2026,R1W6,1,3323,Notre Dame,0.724112331867218
W,2026,R1W6,1,3193,Fairfield,0.275887668132782
W,2026,R1W7,1,3228,Illinois,0.6387303322553635
W,2026,R1W7,1,3160,Colorado,0.36126966774463654
W,2026,R1W8,1,3235,Iowa St,0.5435798019170761
W,2026,R1W8,1,3393,Syracuse,0.4564201980829239
W,2026,R1X2,1,3234,Iowa,0.9272582307457924
W,2026,R1X2,1,3192,F Dickinson,0.07274176925420761
W,2026,R1X3,1,3395,TCU,0.8956904895603657
W,2026,R1X3,1,3471,UC San Diego,0.10430951043963432
W,2026,R1X4,1,3328,Oklahoma,0.8525999933481216
W,2026,R1X4,1,3225,Idaho,0.14740000665187836
W,2026,R1X5,1,3277,Michigan St,0.7957674488425255
W,2026,R1X5,1,3161,Colorado St,0.20423255115747452
W,2026,R1X6,1,3449,Washington,0.724112331867218
W,2026,R1X6,1,3355,S Dakota St,0.275887668132782
W,2026,R1X8,1,3155,Clemson,0.5435798019170761
W,2026,R1X8,1,3425,USC,0.4564201980829239
W,2026,R1Y2,1,3276,Michigan,0.9272582307457924
W,2026,R1Y2,1,3221,Holy Cross,0.07274176925420761
W,2026,R1Y3,1,3257,Louisville,0.8956904895603657
W,2026,R1Y3,1,3436,Vermont,0.10430951043963432
W,2026,R1Y4,1,3452,West Virginia,0.8525999933481216
W,2026,R1Y4,1,3275,Miami OH,0.14740000665187836
W,2026,R1Y5,1,3246,Kentucky,0.7957674488425255
W,2026,R1Y5,1,3241,James Madison,0.20423255115747452
W,2026,R1Y6,1,3104,Alabama,0.724112331867218
W,2026,R1Y6,1,3348,Rhode Island,0.275887668132782
W,2026,R1Y7,1,3301,NC State,0.6387303620576859
W,2026,R1Y7,1,3397,Tennessee,0.36126963794231415
W,2026,R1Y8,1,3332,Oregon,0.5435798019170761
W,2026,R1Y8,1,3439,Virginia Tech,0.4564201980829239
W,2026,R1Z1,1,3417,UCLA,0.9498071856796741
