Gender,Season,GameKey,TeamID,CompactGames,DetailedGames,DetailedCoverageRate,RichFeatureCoverageEligible,TeamName,ConfAbbrev,CompactSnapshotAvailable
M,1985,M_1985_137_1409_1431,1431,29,0,0.0,False,UTEP,wac,True
M,1985,M_1985_137_1267_1433,1433,30,0,0.0,False,VCU,sun_belt,True
M,1985,M_1985_137_1173_1437,1437,29,0,0.0,False,Villanova,big_east,True
M,1985,M_1985_136_1396_1439,1439,27,0,0.0,False,Virginia Tech,metro,True
M,1985,M_1985_136_1246_1449,1449,31,0,0.0,False,Washington,pac_ten,True
M,1985,M_1985_137_1208_1455,1455,29,0,0.0,False,Wichita St,mvc,True
M,1986,M_1986_137_1103_1276,1103,25,0,0.0,False,Akron,ovc,True
M,1986,M_1986_137_1104_1462,1104,30,0,0.0,False,Alabama,sec,True
M,1986,M_1986_137_1112_1120,1112,29,0,0.0,False,Arizona,pac_ten,True
M,1986,M_1986_137_1114_1323,1114,30,0,0.0,False,Ark Little Rock,a_sun,True
M,1986,M_1986_139_1120_1385,1120,27,0,0.0,False,Auburn,sec,True
M,1986,M_1986_136_1123_1272,1123,29,0,0.0,False,Ball St,mac,True
M,1986,M_1986_136_1133_1431,1133,32,0,0.0,False,Bradley,mvc,True
M,1986,M_1986_137_1135_1393,1135,24,0,0.0,False,Brown,ivy,True
M,1986,M_1986_137_1156_1231,1156,27,0,0.0,False,Cleveland St,mid_cont,True
M,1986,M_1986_137_1172_1246,1172,26,0,0.0,False,Davidson,southern,True
M,1986,M_1986_136_1177_1438,1177,28,0,0.0,False,DePaul,ind,True
M,1986,M_1986_136_1180_1257,1180,26,0,0.0,False,Drexel,ecc,True
M,1986,M_1986_136_1181_1290,1181,34,0,0.0,False,Duke,acc,True
M,1986,M_1986_137_1193_1228,1193,29,0,0.0,False,Fairfield,maac,True
M,1986,M_1986_136_1207_1403,1207,27,0,0.0,False,Georgetown,big_east,True
M,1986,M_1986_136_1210_1265,1210,30,0,0.0,False,Georgia Tech,acc,True
M,1986,M_1986_137_1193_1228,1228,29,0,0.0,False,Illinois,big_ten,True
M,1986,M_1986_137_1156_1231,1231,28,0,0.0,False,Indiana,big_ten,True
M,1986,M_1986_137_1234_1301,1234,27,0,0.0,False,Iowa,big_ten,True
M,1986,M_1986_137_1235_1275,1235,27,0,0.0,False,Iowa St,big_eight,True
M,1986,M_1986_136_1239_1396,1239,28,0,0.0,False,Jacksonville,sun_belt,True
M,1986,M_1986_136_1242_1299,1242,33,0,0.0,False,Kansas,big_eight,True
M,1986,M_1986_139_1246_1443,1246,31,0,0.0,False,Kentucky,sec,True
M,1986,M_1986_143_1257_1314,1257,33,0,0.0,False,Louisville,metro,True
M,1986,M_1986_136_1261_1345,1261,29,0,0.0,False,LSU,sec,True
M,1986,M_1986_136_1210_1265,1265,28,0,0.0,False,Marist,ecacm,True
M,1986,M_1986_137_1268_1337,1268,29,0,0.0,False,Maryland,acc,True
M,1986,M_1986_136_1123_1272,1272,31,0,0.0,False,Memphis,metro,True
M,1986,M_1986_137_1235_1275,1275,28,0,0.0,False,Miami OH,mac,True
M,1986,M_1986_137_1103_1276,1276,29,0,0.0,False,Michigan,big_ten,True
M,1986,M_1986_136_1277_1449,1277,28,0,0.0,False,Michigan St,big_ten,True
M,1986,M_1986_136_1281_1412,1281,31,0,0.0,False,Missouri,big_eight,True
M,1986,M_1986_137_1286_1385,1286,27,0,0.0,False,Montana St,big_sky,True
M,1986,M_1986_136_1181_1290,1290,26,0,0.0,False,MS Valley St,swac,True
M,1986,M_1986_137_1298_1409,1298,29,0,0.0,False,Navy,caa,True
M,1986,M_1986_136_1242_1299,1299,25,0,0.0,False,NC A&T,meac,True
M,1986,M_1986_137_1234_1301,1301,28,0,0.0,False,NC State,acc,True
M,1986,M_1986_137_1304_1443,1304,27,0,0.0,False,Nebraska,big_eight,True
M,1986,M_1986_136_1314_1428,1314,31,0,0.0,False,North Carolina,acc,True
M,1986,M_1986_136_1318_1328,1318,29,0,0.0,False,Northeastern,ecacn,True
M,1986,M_1986_137_1114_1323,1323,27,0,0.0,False,Notre Dame,ind,True
M,1986,M_1986_136_1318_1328,1328,30,0,0.0,False,Oklahoma,big_eight,True
M,1986,M_1986_136_1330_1452,1330,27,0,0.0,False,Old Dominion,sun_belt,True
M,1986,M_1986_137_1268_1337,1337,28,0,0.0,False,Pepperdine,wcc,True
M,1986,M_1986_136_1261_1345,1345,29,0,0.0,False,Purdue,big_ten,True
M,1986,M_1986_137_1350_1386,1350,29,0,0.0,False,Richmond,caa,True
M,1986,M_1986_137_1286_1385,1385,34,0,0.0,False,St John's,big_east,True
M,1986,M_1986_137_1350_1386,1386,30,0,0.0,False,St Joseph's PA,a_ten,True
M,1986,M_1986_137_1135_1393,1393,29,0,0.0,False,Syracuse,big_east,True
M,1986,M_1986_136_1239_1396,1396,29,0,0.0,False,Temple,a_ten,True
M,1986,M_1986_136_1207_1403,1403,29,0,0.0,False,Texas Tech,swc,True
M,1986,M_1986_137_1298_1409,1409,29,0,0.0,False,Tulsa,mvc,True
M,1986,M_1986_136_1281_1412,1412,32,0,0.0,False,UAB,sun_belt,True
M,1986,M_1986_137_1419_1424,1419,28,0,0.0,False,ULM,southland,True
M,1986,M_1986_137_1419_1424,1424,35,0,0.0,False,UNLV,pcaa,True
M,1986,M_1986_136_1314_1428,1428,28,0,0.0,False,Utah,wac,True
M,1986,M_1986_136_1133_1431,1431,32,0,0.0,False,UTEP,wac,True
M,1986,M_1986_136_1437_1439,1437,34,0,0.0,False,Villanova,big_east,True
M,1986,M_1986_136_1177_1438,1438,29,0,0.0,False,Virginia,acc,True
M,1986,M_1986_136_1437_1439,1439,29,0,0.0,False,Virginia Tech,metro,True
M,1986,M_1986_137_1304_1443,1443,27,0,0.0,False,WKU,sun_belt,True
M,1986,M_1986_136_1277_1449,1449,30,0,0.0,False,Washington,pac_ten,True
M,1986,M_1986_136_1330_1452,1452,31,0,0.0,False,West Virginia,a_ten,True
M,1986,M_1986_137_1104_1462,1462,27,0,0.0,False,Xavier,mw_coll,True
M,1987,M_1987_136_1104_1299,1104,30,0,0.0,False,Alabama,sec,True
M,1987,M_1987_137_1112_1431,1112,28,0,0.0,False,Arizona,pac_ten,True
M,1987,M_1987_136_1120_1360,1120,29,0,0.0,False,Auburn,sec,True
M,1987,M_1987_136_1122_1228,1122,26,0,0.0,False,Austin Peay,ovc,True
M,1987,M_1987_137_1137_1207,1137,27,0,0.0,False,Bucknell,ecc,True
M,1987,M_1987_136_1140_1309,1140,31,0,0.0,False,BYU,wac,True
M,1987,M_1987_136_1141_1417,1141,26,0,0.0,False,C Michigan,mac,True
M,1987,M_1987_137_1155_1283,1155,28,0,0.0,False,Clemson,acc,True
M,1987,M_1987_137_1177_1256,1177,28,0,0.0,False,DePaul,ind,True
M,1987,M_1987_136_1181_1401,1181,29,0,0.0,False,Duke,acc,True
M,1987,M_1987_136_1193_1231,1193,29,0,0.0,False,Fairfield,maac,True
M,1987,M_1987_137_1196_1301,1196,31,0,0.0,False,Florida,sec,True
M,1987,M_1987_137_1204_1393,1204,28,0,0.0,False,Ga Southern,a_sun,True
M,1987,M_1987_139_1207_1326,1207,26,0,0.0,False,Georgetown,big_east,True
M,1987,M_1987_136_1208_1243,1208,27,0,0.0,False,Georgia,sec,True
M,1987,M_1987_137_1210_1261,1210,28,0,0.0,False,Georgia Tech,acc,True
M,1987,M_1987_137_1222_1242,1222,27,0,0.0,False,Houston,swc,True
M,1987,M_1987_136_1226_1424,1226,27,0,0.0,False,Idaho St,big_sky,True
M,1987,M_1987_136_1122_1228,1228,30,0,0.0,False,Illinois,big_ten,True
M,1987,M_1987_146_1231_1261,1231,28,0,0.0,False,Indiana,big_ten,True
M,1987,M_1987_137_1234_1365,1234,29,0,0.0,False,Iowa,big_ten,True
M,1987,M_1987_139_1242_1283,1242,32,0,0.0,False,Kansas,big_eight,True
M,1987,M_1987_138_1243_1424,1243,26,0,0.0,False,Kansas St,big_eight,True
M,1987,M_1987_137_1246_1326,1246,28,0,0.0,False,Kentucky,sec,True
M,1987,M_1987_137_1177_1256,1256,27,0,0.0,False,Louisiana Tech,southland,True
M,1987,M_1987_139_1261_1396,1261,32,0,0.0,False,LSU,sec,True
M,1987,M_1987_137_1265_1338,1265,29,0,0.0,False,Marist,ecacm,True
M,1987,M_1987_136_1267_1395,1267,30,0,0.0,False,Marshall,southern,True
M,1987,M_1987_136_1276_1298,1276,28,0,0.0,False,Michigan,big_ten,True
M,1987,M_1987_136_1281_1462,1281,32,0,0.0,False,Missouri,big_eight,True
M,1987,M_1987_137_1155_1283,1283,28,0,0.0,False,Missouri St,mid_cont,True
M,1987,M_1987_136_1292_1323,1292,25,0,0.0,False,MTSU,ovc,True
M,1987,M_1987_136_1276_1298,1298,30,0,0.0,False,Navy,caa,True
M,1987,M_1987_136_1104_1299,1299,25,0,0.0,False,NC A&T,meac,True
M,1987,M_1987_137_1196_1301,1301,33,0,0.0,False,NC State,acc,True
M,1987,M_1987_136_1140_1309,1309,26,0,0.0,False,New Orleans,ind,True
M,1987,M_1987_136_1314_1335,1314,31,0,0.0,False,North Carolina,acc,True
M,1987,M_1987_137_1318_1345,1318,30,0,0.0,False,Northeastern,ecacn,True
M,1987,M_1987_138_1323_1395,1323,29,0,0.0,False,Notre Dame,ind,True
M,1987,M_1987_137_1246_1326,1326,30,0,0.0,False,Ohio St,big_ten,True
M,1987,M_1987_137_1328_1409,1328,31,0,0.0,False,Oklahoma,big_eight,True
M,1987,M_1987_136_1314_1335,1335,26,0,0.0,False,Penn,ivy,True
M,1987,M_1987_137_1265_1338,1338,30,0,0.0,False,Pittsburgh,big_east,True
M,1987,M_1987_136_1344_1412,1344,29,0,0.0,False,Providence,big_east,True
M,1987,M_1987_137_1318_1345,1345,27,0,0.0,False,Purdue,big_ten,True
M,1987,M_1987_136_1120_1360,1360,28,0,0.0,False,San Diego,wcc,True
M,1987,M_1987_137_1234_1365,1365,28,0,0.0,False,Santa Clara,wcc,True
M,1987,M_1987_137_1380_1396,1380,27,0,0.0,False,Southern Univ,swac,True
M,1987,M_1987_137_1385_1455,1385,28,0,0.0,False,St John's,big_east,True
M,1987,M_1987_139_1393_1443,1393,31,0,0.0,False,Syracuse,big_east,True
M,1987,M_1987_136_1267_1395,1395,29,0,0.0,False,TCU,swc,True
M,1987,M_1987_137_1380_1396,1396,34,0,0.0,False,Temple,a_ten,True
M,1987,M_1987_136_1181_1401,1401,30,0,0.0,False,Texas A&M,swc,True
M,1987,M_1987_137_1328_1409,1409,29,0,0.0,False,Tulsa,mvc,True
M,1987,M_1987_136_1344_1412,1412,27,0,0.0,False,UAB,sun_belt,True
M,1987,M_1987_138_1417_1461,1417,30,0,0.0,False,UCLA,pac_ten,True
M,1987,M_1987_144_1424_1461,1424,34,0,0.0,False,UNLV,pcaa,True
M,1987,M_1987_137_1112_1431,1431,29,0,0.0,False,UTEP,wac,True
M,1987,M_1987_136_1438_1461,1438,30,0,0.0,False,Virginia,acc,True
M,1987,M_1987_137_1443_1452,1443,33,0,0.0,False,WKU,sun_belt,True
M,1987,M_1987_137_1443_1452,1452,30,0,0.0,False,West Virginia,a_ten,True
M,1987,M_1987_137_1385_1455,1455,31,0,0.0,False,Wichita St,mvc,True
M,1987,M_1987_136_1438_1461,1461,30,0,0.0,False,Wyoming,wac,True
M,1987,M_1987_136_1281_1462,1462,26,0,0.0,False,Xavier,mw_coll,True
M,1988,M_1988_137_1112_1165,1112,33,0,0.0,False,Arizona,pac_ten,True
M,1988,M_1988_137_1116_1437,1116,29,0,0.0,False,Arkansas,swc,True
M,1988,M_1988_136_1120_1133,1120,27,0,0.0,False,Auburn,sec,True
M,1988,M_1988_136_1124_1272,1124,32,0,0.0,False,Baylor,swc,True
M,1988,M_1988_136_1129_1276,1129,27,0,0.0,False,Boise St,big_sky,True
M,1988,M_1988_136_1131_1181,1131,30,0,0.0,False,Boston Univ,ecacn,True
M,1988,M_1988_136_1120_1133,1133,30,0,0.0,False,Bradley,mvc,True
M,1988,M_1988_136_1140_1150,1140,30,0,0.0,False,BYU,wac,True
M,1988,M_1988_136_1140_1150,1150,28,0,0.0,False,Charlotte,sun_belt,True
M,1988,M_1988_136_1151_1328,1151,29,0,0.0,False,Chattanooga,southern,True
M,1988,M_1988_137_1112_1165,1165,25,0,0.0,False,Cornell,ivy,True
M,1988,M_1988_136_1177_1455,1177,28,0,0.0,False,DePaul,ind,True
M,1988,M_1988_138_1181_1374,1181,30,0,0.0,False,Duke,acc,True
M,1988,M_1988_137_1185_1338,1185,26,0,0.0,False,E Michigan,mac,True
M,1988,M_1988_136_1192_1345,1192,27,0,0.0,False,F Dickinson,ecacm,True
M,1988,M_1988_136_1196_1385,1196,33,0,0.0,False,Florida,sec,True
M,1988,M_1988_137_1199_1234,1199,29,0,0.0,False,Florida St,metro,True
M,1988,M_1988_137_1207_1261,1207,25,0,0.0,False,Georgetown,big_east,True
M,1988,M_1988_137_1210_1235,1210,30,0,0.0,False,Georgia Tech,acc,True
M,1988,M_1988_137_1228_1427,1228,31,0,0.0,False,Illinois,big_ten,True
M,1988,M_1988_137_1231_1350,1231,28,0,0.0,False,Indiana,big_ten,True
M,1988,M_1988_139_1234_1424,1234,31,0,0.0,False,Iowa,big_ten,True
M,1988,M_1988_137_1210_1235,1235,30,0,0.0,False,Iowa St,big_eight,True
M,1988,M_1988_137_1242_1462,1242,29,0,0.0,False,Kansas,big_eight,True
M,1988,M_1988_136_1243_1247,1243,28,0,0.0,False,Kansas St,big_eight,True
M,1988,M_1988_137_1246_1380,1246,29,0,0.0,False,Kentucky,sec,True
M,1988,M_1988_136_1243_1247,1247,32,0,0.0,False,La Salle,maac,True
M,1988,M_1988_137_1250_1396,1250,28,0,0.0,False,Lehigh,ecc,True
M,1988,M_1988_136_1257_1333,1257,32,0,0.0,False,Louisville,metro,True
M,1988,M_1988_136_1258_1461,1258,27,0,0.0,False,Loy Marymount,wcc,True
M,1988,M_1988_137_1207_1261,1261,29,0,0.0,False,LSU,sec,True
M,1988,M_1988_137_1268_1364,1268,28,0,0.0,False,Maryland,acc,True
M,1988,M_1988_138_1272_1345,1272,30,0,0.0,False,Memphis,metro,True
M,1988,M_1988_144_1276_1314,1276,30,0,0.0,False,Michigan,big_ten,True
M,1988,M_1988_136_1281_1348,1281,29,0,0.0,False,Missouri,big_eight,True
M,1988,M_1988_137_1283_1424,1283,26,0,0.0,False,Missouri St,mid_cont,True
M,1988,M_1988_137_1293_1301,1293,26,0,0.0,False,Murray St,ovc,True
M,1988,M_1988_136_1299_1393,1299,24,0,0.0,False,NC A&T,meac,True
M,1988,M_1988_137_1293_1301,1301,30,0,0.0,False,NC State,acc,True
M,1988,M_1988_136_1314_1317,1314,30,0,0.0,False,North Carolina,acc,True
M,1988,M_1988_136_1314_1317,1317,29,0,0.0,False,North Texas,southland,True
M,1988,M_1988_136_1323_1374,1323,27,0,0.0,False,Notre Dame,ind,True
M,1988,M_1988_145_1328_1437,1328,33,0,0.0,False,Oklahoma,big_eight,True
M,1988,M_1988_136_1257_1333,1333,30,0,0.0,False,Oregon St,pac_ten,True
M,1988,M_1988_139_1338_1435,1338,29,0,0.0,False,Pittsburgh,big_east,True
M,1988,M_1988_136_1192_1345,1345,30,0,0.0,False,Purdue,big_ten,True
M,1988,M_1988_138_1348_1393,1348,31,0,0.0,False,Rhode Island,a_ten,True
M,1988,M_1988_143_1350_1396,1350,30,0,0.0,False,Richmond,caa,True
M,1988,M_1988_137_1268_1364,1364,28,0,0.0,False,UC Santa Barbara,pcaa,True
M,1988,M_1988_137_1371_1431,1371,32,0,0.0,False,Seton Hall,big_east,True
M,1988,M_1988_136_1323_1374,1374,33,0,0.0,False,SMU,swc,True
M,1988,M_1988_137_1246_1380,1380,27,0,0.0,False,Southern Univ,swac,True
M,1988,M_1988_136_1196_1385,1385,28,0,0.0,False,St John's,big_east,True
M,1988,M_1988_136_1299_1393,1393,32,0,0.0,False,Syracuse,big_east,True
M,1988,M_1988_137_1250_1396,1396,30,0,0.0,False,Temple,a_ten,True
M,1988,M_1988_137_1283_1424,1424,29,0,0.0,False,UNLV,pcaa,True
M,1988,M_1988_137_1228_1427,1427,27,0,0.0,False,UT San Antonio,a_sun,True
M,1988,M_1988_137_1429_1435,1429,30,0,0.0,False,Utah St,pcaa,True
M,1988,M_1988_137_1371_1431,1431,30,0,0.0,False,UTEP,wac,True
M,1988,M_1988_137_1429_1435,1435,28,0,0.0,False,Vanderbilt,sec,True
M,1988,M_1988_137_1116_1437,1437,33,0,0.0,False,Villanova,big_east,True
M,1988,M_1988_136_1177_1455,1455,28,0,0.0,False,Wichita St,mvc,True
M,1988,M_1988_136_1258_1461,1461,30,0,0.0,False,Wyoming,wac,True
M,1988,M_1988_137_1242_1462,1462,27,0,0.0,False,Xavier,mw_coll,True
M,1989,M_1989_137_1104_1375,1104,30,0,0.0,False,Alabama,sec,True
M,1989,M_1989_136_1112_1352,1112,30,0,0.0,False,Arizona,pac_ten,True
M,1989,M_1989_136_1114_1257,1114,30,0,0.0,False,Ark Little Rock,a_sun,True
M,1989,M_1989_136_1116_1258,1116,30,0,0.0,False,Arkansas,swc,True
M,1989,M_1989_136_1123_1338,1123,29,0,0.0,False,Ball St,mac,True
M,1989,M_1989_137_1137_1393,1137,27,0,0.0,False,Bucknell,ecc,True
M,1989,M_1989_136_1155_1388,1155,28,0,0.0,False,Clemson,acc,True
M,1989,M_1989_137_1161_1196,1161,30,0,0.0,False,Colorado St,wac,True
M,1989,M_1989_137_1166_1281,1166,30,0,0.0,False,Creighton,mvc,True
M,1989,M_1989_136_1177_1272,1177,30,0,0.0,False,DePaul,ind,True
M,1989,M_1989_136_1181_1354,1181,31,0,0.0,False,Duke,acc,True
M,1989,M_1989_136_1190_1328,1190,26,0,0.0,False,ETSU,southern,True
M,1989,M_1989_137_1191_1333,1191,29,0,0.0,False,Evansville,mw_coll,True
M,1989,M_1989_137_1161_1196,1196,32,0,0.0,False,Florida,sec,True
M,1989,M_1989_136_1199_1292,1199,29,0,0.0,False,Florida St,metro,True
M,1989,M_1989_137_1206_1231,1206,29,0,0.0,False,George Mason,caa,True
M,1989,M_1989_137_1207_1343,1207,26,0,0.0,False,Georgetown,big_east,True
M,1989,M_1989_137_1210_1400,1210,31,0,0.0,False,Georgia Tech,acc,True
M,1989,M_1989_136_1225_1424,1225,26,0,0.0,False,Idaho,big_sky,True
M,1989,M_1989_136_1228_1270,1228,30,0,0.0,False,Illinois,big_ten,True
M,1989,M_1989_139_1231_1431,1231,32,0,0.0,False,Indiana,big_ten,True
M,1989,M_1989_137_1234_1353,1234,30,0,0.0,False,Iowa,big_ten,True
M,1989,M_1989_137_1235_1417,1235,28,0,0.0,False,Iowa St,big_eight,True
M,1989,M_1989_136_1243_1278,1243,27,0,0.0,False,Kansas St,big_eight,True
M,1989,M_1989_136_1247_1256,1247,31,0,0.0,False,La Salle,maac,True
M,1989,M_1989_138_1256_1328,1256,30,0,0.0,False,Louisiana Tech,asc,True
M,1989,M_1989_136_1114_1257,1257,30,0,0.0,False,Louisville,metro,True
M,1989,M_1989_136_1116_1258,1258,29,0,0.0,False,Loy Marymount,wcc,True
M,1989,M_1989_137_1261_1431,1261,29,0,0.0,False,LSU,sec,True
M,1989,M_1989_136_1228_1270,1270,29,0,0.0,False,McNeese St,southland,True
M,1989,M_1989_136_1177_1272,1272,30,0,0.0,False,Memphis,metro,True
M,1989,M_1989_137_1276_1462,1276,27,0,0.0,False,Michigan,big_ten,True
M,1989,M_1989_138_1278_1373,1278,27,0,0.0,False,Minnesota,big_ten,True
M,1989,M_1989_139_1281_1400,1281,33,0,0.0,False,Missouri,big_eight,True
M,1989,M_1989_137_1283_1371,1283,29,0,0.0,False,Missouri St,mid_cont,True
M,1989,M_1989_138_1292_1438,1292,27,0,0.0,False,MTSU,ovc,True
M,1989,M_1989_137_1301_1376,1301,28,0,0.0,False,NC State,acc,True
M,1989,M_1989_137_1314_1380,1314,34,0,0.0,False,North Carolina,acc,True
M,1989,M_1989_137_1323_1435,1323,28,0,0.0,False,Notre Dame,ind,True
M,1989,M_1989_143_1328_1438,1328,33,0,0.0,False,Oklahoma,big_eight,True
M,1989,M_1989_137_1191_1333,1333,29,0,0.0,False,Oregon St,pac_ten,True
M,1989,M_1989_136_1123_1338,1338,29,0,0.0,False,Pittsburgh,big_east,True
M,1989,M_1989_137_1207_1343,1343,24,0,0.0,False,Princeton,ivy,True
M,1989,M_1989_136_1344_1438,1344,28,0,0.0,False,Providence,big_east,True
M,1989,M_1989_136_1112_1352,1352,27,0,0.0,False,Robert Morris,nec,True
M,1989,M_1989_137_1234_1353,1353,30,0,0.0,False,Rutgers,a_ten,True
M,1989,M_1989_136_1181_1354,1354,31,0,0.0,False,S Carolina St,meac,True
M,1989,M_1989_145_1371_1424,1371,31,0,0.0,False,Seton Hall,big_east,True
M,1989,M_1989_136_1373_1390,1373,27,0,0.0,False,Siena,nac,True
M,1989,M_1989_137_1104_1375,1375,29,0,0.0,False,South Alabama,sun_belt,True
M,1989,M_1989_137_1301_1376,1376,28,0,0.0,False,South Carolina,metro,True
M,1989,M_1989_137_1314_1380,1380,26,0,0.0,False,Southern Univ,swac,True
M,1989,M_1989_136_1155_1388,1388,27,0,0.0,False,St Mary's CA,wcc,True
M,1989,M_1989_136_1373_1390,1390,32,0,0.0,False,Stanford,pac_ten,True
M,1989,M_1989_137_1137_1393,1393,33,0,0.0,False,Syracuse,big_east,True
M,1989,M_1989_136_1397_1452,1397,29,0,0.0,False,Tennessee,sec,True
M,1989,M_1989_137_1210_1400,1400,32,0,0.0,False,Texas,swc,True
M,1989,M_1989_137_1235_1417,1417,29,0,0.0,False,UCLA,pac_ten,True
M,1989,M_1989_136_1225_1424,1424,33,0,0.0,False,UNLV,big_west,True
M,1989,M_1989_137_1261_1431,1431,30,0,0.0,False,UTEP,wac,True
M,1989,M_1989_137_1323_1435,1435,31,0,0.0,False,Vanderbilt,sec,True
M,1989,M_1989_136_1344_1438,1438,29,0,0.0,False,Virginia,acc,True
M,1989,M_1989_136_1397_1452,1452,29,0,0.0,False,West Virginia,a_ten,True
M,1989,M_1989_137_1276_1462,1462,31,0,0.0,False,Xavier,mw_coll,True
M,1990,M_1990_137_1104_1161,1104,32,0,0.0,False,Alabama,sec,True
M,1990,M_1990_137_1112_1378,1112,30,0,0.0,False,Arizona,pac_ten,True
M,1990,M_1990_136_1114_1424,1114,29,0,0.0,False,Ark Little Rock,a_sun,True
M,1990,M_1990_136_1116_1343,1116,30,0,0.0,False,Arkansas,swc,True
