Population,DatasetRole,Gender,FeatureRoute,Feature,Block,Availability,Universe,Rows,NonMissing,MissingRate,UniqueNonMissing
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last20_margin_median,compact_performance,common,compact,2317,2317,0.0,47
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last20_margin_std,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last20_win_pct,compact_performance,common,compact,2317,2317,0.0,16
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last5_margin_mean,compact_performance,common,compact,2317,2317,0.0,134
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last5_margin_median,compact_performance,common,compact,2317,2317,0.0,35
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last5_margin_std,compact_performance,common,compact,2317,2317,0.0,2314
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__last5_win_pct,compact_performance,common,compact,2317,2317,0.0,5
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_iqr,compact_performance,common,compact,2317,2317,0.0,81
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_mad,compact_performance,common,compact,2317,2317,0.0,24
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_mean,compact_performance,common,compact,2317,2317,0.0,2233
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_median,compact_performance,common,compact,2317,2317,0.0,46
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_q10,compact_performance,common,compact,2317,2317,0.0,232
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_q25,compact_performance,common,compact,2317,2317,0.0,93
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_q75,compact_performance,common,compact,2317,2317,0.0,103
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_q90,compact_performance,common,compact,2317,2317,0.0,268
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_slope,compact_performance,common,compact,2317,2317,0.0,2311
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_std,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_trim02,compact_performance,common,compact,2317,2317,0.0,2233
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__margin_winsor02,compact_performance,common,compact,2317,2317,0.0,2314
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__neutral_margin_mean,compact_performance,common,compact,2317,2192,0.053949072075960294,967
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__neutral_margin_std,compact_performance,common,compact,2317,2000,0.1368148467846353,1982
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__neutral_win_pct,compact_performance,common,compact,2317,2192,0.053949072075960294,112
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_exp10p0,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_exp11p5,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_exp13p91,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_exp8p0,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_residual_exp10p0,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_residual_exp11p5,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_residual_exp13p91,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__pythag_residual_exp8p0,compact_performance,common,compact,2317,2317,0.0,2317
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__rest_days_mean,compact_performance,common,compact,2317,2317,0.0,1496
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__rest_days_std,compact_performance,common,compact,2317,2317,0.0,2316
historical_tournament_matchups,development,M,seed_aware,absdiff__compact__win_pct,compact_performance,common,compact,2317,2317,0.0,1343
historical_tournament_matchups,development,M,seed_aware,absdiff__conference__strength_std,conference_context,common,compact,2317,2317,0.0,1835
historical_tournament_matchups,development,M,seed_aware,absdiff__conference__tourney_win_pct,conference_context,common,compact,2317,1270,0.4518774277082434,9
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__def_rtg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__defrtg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__drb_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__efg_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1139
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__efg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__efg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__efg_trim02,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__ft_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__ftmade_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__ftmaderate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__ftmaderate_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1163
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__ftrate_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__net_rtg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__netrtg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__off_rtg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__offrtg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__opp_efg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__opp_ft_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__opp_ftmade_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__opp_tov_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__oppefg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__oppefg_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1153
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__oppftmaderate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__oppftmaderate_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1164
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__orb_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__orbpct_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__pace_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__tov_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__all__tovpct_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__away__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__away__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__away__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__away__pace_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1175
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__def_rtg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__defrtg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__drb_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__efg_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1140
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__efg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__efg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__efg_trim02,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__ft_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__ftmade_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__ftmaderate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__ftmaderate_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1162
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__ftrate_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__net_rtg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__netrtg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__off_rtg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__offrtg_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__opp_efg_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__opp_ft_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__opp_ftmade_rate_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__opp_tov_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__oppefg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__oppefg_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1156
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__oppftmaderate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__oppftmaderate_median,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1164
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__orb_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__orbpct_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__pace_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__tov_pct_ros,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__clean__tovpct_std,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__ewm_h10__efg,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__ewm_h10__oppefg,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__ewm_h20__efg,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__ewm_h20__oppefg,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__ewm_h5__efg,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__ewm_h5__oppefg,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__home__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__home__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__home__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__home__pace_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1178
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__ft_rate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__opp_efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__orb_pct_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__pace_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1097
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last10__tov_pct_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__ft_rate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__opp_efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__orb_pct_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__pace_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1127
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last20__tov_pct_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1180
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__ft_rate_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__opp_efg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__orb_pct_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__pace_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,992
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__last5__tov_pct_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__neutral__def_rtg_mean,detailed_efficiency,common,rich,2317,1131,0.5118687958567113,1131
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__neutral__net_rtg_mean,detailed_efficiency,common,rich,2317,1131,0.5118687958567113,1131
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__neutral__off_rtg_mean,detailed_efficiency,common,rich,2317,1131,0.5118687958567113,1131
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__neutral__pace_mean,detailed_efficiency,common,rich,2317,1131,0.5118687958567113,1101
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__poss0p44__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__poss0p44__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__poss0p44__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__poss0p475__def_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__poss0p475__net_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__detailed__poss0p475__off_rtg_mean,detailed_efficiency,common,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__geography__city_coverage,geography_and_schedule_dispersion,common,compact,2317,2317,0.0,1
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__momentum_systems,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,6
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__ordinal_max,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,232
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__ordinal_mean,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,1170
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__ordinal_median,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,293
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__ordinal_min,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,134
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__ordinal_std,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__rank_improvement_mean,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,1172
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__rank_improvement_median,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,94
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__rank_improvement_std,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__strength_iqr,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,817
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__strength_max,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,597
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__strength_mean,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,1181
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__strength_median,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,856
historical_tournament_matchups,development,M,seed_aware,absdiff__massey__strength_min,massey_consensus,men_only,rich,2317,1181,0.49028916702632713,1048
