Gender,FeatureA,FeatureB,AbsoluteCorrelation,BlockA,BlockB
M,absdiff__detailed__all__efg_ros,absdiff__detailed__all__efg_trim02,0.9929463923073297,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_ros,absdiff__detailed__clean__efg_mean,0.992502982649892,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_ros,absdiff__detailed__clean__efg_ros,0.9994140673995079,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_ros,absdiff__detailed__clean__efg_trim02,0.992502982649892,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_ros,absdiff__norm__detailed__all__efg_ros__z,0.9982283185025858,detailed_efficiency,within_season_normalization
M,absdiff__detailed__all__efg_std,absdiff__detailed__clean__efg_std,0.9992613276970941,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_trim02,absdiff__detailed__clean__efg_mean,0.999422287553558,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_trim02,absdiff__detailed__clean__efg_ros,0.9923068209454272,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_trim02,absdiff__detailed__clean__efg_trim02,0.999422287553558,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__efg_trim02,absdiff__norm__detailed__all__efg_ros__z,0.9913353446547996,detailed_efficiency,within_season_normalization
M,absdiff__detailed__all__ft_rate_ros,absdiff__detailed__clean__ft_rate_ros,0.9989689674821312,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftmade_rate_ros,absdiff__detailed__all__ftmaderate_mean,0.9903482113190354,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftmade_rate_ros,absdiff__detailed__clean__ftmade_rate_ros,0.9990975488477302,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftmade_rate_ros,absdiff__detailed__clean__ftmaderate_mean,0.989412186529888,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftmaderate_mean,absdiff__detailed__clean__ftmade_rate_ros,0.9894623626136737,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftmaderate_mean,absdiff__detailed__clean__ftmaderate_mean,0.9990873382881471,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftmaderate_median,absdiff__detailed__clean__ftmaderate_median,0.9982718574798433,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__ftrate_std,absdiff__detailed__clean__ftrate_std,0.9952121487538566,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__net_rtg_ros,absdiff__detailed__clean__net_rtg_ros,0.9993791852689878,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__net_rtg_ros,absdiff__detailed__poss0p44__net_rtg_mean,0.9963614125288783,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__net_rtg_ros,absdiff__detailed__poss0p475__net_rtg_mean,0.9963215171687867,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__net_rtg_ros,absdiff__norm__detailed__all__net_rtg_ros__z,0.9991323040659646,detailed_efficiency,within_season_normalization
M,absdiff__detailed__all__net_rtg_ros,absdiff__norm__detailed__clean__net_rtg_ros__z,0.998495202671134,detailed_efficiency,within_season_normalization
M,absdiff__detailed__all__netrtg_std,absdiff__detailed__clean__netrtg_std,0.9988806564160545,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__off_rtg_ros,absdiff__detailed__clean__off_rtg_ros,0.9995881450275914,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__off_rtg_ros,absdiff__detailed__poss0p44__off_rtg_mean,0.9968201591441168,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__off_rtg_ros,absdiff__detailed__poss0p475__off_rtg_mean,0.9974127403154951,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__offrtg_std,absdiff__detailed__clean__offrtg_std,0.9986792952047604,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_efg_ros,absdiff__detailed__all__oppefg_mean,0.9926000895845056,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_efg_ros,absdiff__detailed__clean__opp_efg_ros,0.9991394678997305,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_efg_ros,absdiff__detailed__clean__oppefg_mean,0.9914816312924529,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_ft_rate_ros,absdiff__detailed__clean__opp_ft_rate_ros,0.9994196213428483,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_ftmade_rate_ros,absdiff__detailed__all__oppftmaderate_mean,0.9942549043104779,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_ftmade_rate_ros,absdiff__detailed__clean__opp_ftmade_rate_ros,0.9994475910752866,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_ftmade_rate_ros,absdiff__detailed__clean__oppftmaderate_mean,0.9935242141653854,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__opp_tov_pct_ros,absdiff__detailed__clean__opp_tov_pct_ros,0.9993974139543484,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__oppefg_mean,absdiff__detailed__clean__opp_efg_ros,0.9919658883213183,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__oppefg_mean,absdiff__detailed__clean__oppefg_mean,0.999128896542684,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__oppefg_median,absdiff__detailed__clean__oppefg_median,0.9978587686511942,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__oppftmaderate_mean,absdiff__detailed__clean__opp_ftmade_rate_ros,0.9938716266857753,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__oppftmaderate_mean,absdiff__detailed__clean__oppftmaderate_mean,0.9994164207348681,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__oppftmaderate_median,absdiff__detailed__clean__oppftmaderate_median,0.9989995909163967,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__orb_pct_ros,absdiff__detailed__clean__orb_pct_ros,0.9996411250767046,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__orbpct_std,absdiff__detailed__clean__orbpct_std,0.9983232463794633,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__pace_ros,absdiff__detailed__clean__pace_ros,0.999791775388971,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__pace_ros,interaction__pace_gap,1.0,detailed_efficiency,matchup_interactions
M,absdiff__detailed__all__tov_pct_ros,absdiff__detailed__clean__tov_pct_ros,0.9994826672481094,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__all__tovpct_std,absdiff__detailed__clean__tovpct_std,0.9986015306742502,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__def_rtg_ros,absdiff__detailed__poss0p44__def_rtg_mean,0.9945225025153266,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__def_rtg_ros,absdiff__detailed__poss0p475__def_rtg_mean,0.9947039135399058,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__efg_mean,absdiff__detailed__clean__efg_ros,0.9929814501393558,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__efg_mean,absdiff__detailed__clean__efg_trim02,1.0,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__efg_mean,absdiff__norm__detailed__all__efg_ros__z,0.99092808740748,detailed_efficiency,within_season_normalization
M,absdiff__detailed__clean__efg_ros,absdiff__detailed__clean__efg_trim02,0.9929814501393557,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__efg_ros,absdiff__norm__detailed__all__efg_ros__z,0.9977664734029477,detailed_efficiency,within_season_normalization
M,absdiff__detailed__clean__efg_trim02,absdiff__norm__detailed__all__efg_ros__z,0.99092808740748,detailed_efficiency,within_season_normalization
M,absdiff__detailed__clean__ftmade_rate_ros,absdiff__detailed__clean__ftmaderate_mean,0.9902932695751598,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__net_rtg_ros,absdiff__detailed__poss0p44__net_rtg_mean,0.9957581247074183,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__net_rtg_ros,absdiff__detailed__poss0p475__net_rtg_mean,0.9957215174850909,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__net_rtg_ros,absdiff__norm__detailed__all__net_rtg_ros__z,0.9985220026826304,detailed_efficiency,within_season_normalization
M,absdiff__detailed__clean__net_rtg_ros,absdiff__norm__detailed__clean__net_rtg_ros__z,0.9991198418914196,detailed_efficiency,within_season_normalization
M,absdiff__detailed__clean__off_rtg_ros,absdiff__detailed__poss0p44__off_rtg_mean,0.9962296991121493,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__off_rtg_ros,absdiff__detailed__poss0p475__off_rtg_mean,0.9968176392105864,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__opp_efg_ros,absdiff__detailed__clean__oppefg_mean,0.9925487753516526,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__opp_ftmade_rate_ros,absdiff__detailed__clean__oppftmaderate_mean,0.9942291142671404,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__clean__pace_ros,interaction__pace_gap,0.999791775388971,detailed_efficiency,matchup_interactions
M,absdiff__detailed__poss0p44__def_rtg_mean,absdiff__detailed__poss0p475__def_rtg_mean,0.9994756311358698,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__poss0p44__net_rtg_mean,absdiff__detailed__poss0p475__net_rtg_mean,0.9999890602779432,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__poss0p44__net_rtg_mean,absdiff__norm__detailed__all__net_rtg_ros__z,0.9954320797515838,detailed_efficiency,within_season_normalization
M,absdiff__detailed__poss0p44__net_rtg_mean,absdiff__norm__detailed__clean__net_rtg_ros__z,0.994773634624532,detailed_efficiency,within_season_normalization
M,absdiff__detailed__poss0p44__off_rtg_mean,absdiff__detailed__poss0p475__off_rtg_mean,0.9994622749821495,detailed_efficiency,detailed_efficiency
M,absdiff__detailed__poss0p475__net_rtg_mean,absdiff__norm__detailed__all__net_rtg_ros__z,0.9954060995796092,detailed_efficiency,within_season_normalization
M,absdiff__detailed__poss0p475__net_rtg_mean,absdiff__norm__detailed__clean__net_rtg_ros__z,0.9947448802522671,detailed_efficiency,within_season_normalization
M,absdiff__massey__ordinal_mean,absdiff__massey__ordinal_median,0.9986612216143665,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_mean,absdiff__massey__strength_mean,0.9949337321174714,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_mean,absdiff__massey__strength_median,0.9980215611941055,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_mean,absdiff__massey__strength_trim05,0.9981672572207723,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_mean,absdiff__massey__system_sag,0.9874383208372791,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_mean,absdiff__massey__system_wlk,0.9866299728221857,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_mean,absdiff__norm__massey__strength_mean__pct,0.9965651420183366,massey_consensus,within_season_normalization
M,absdiff__massey__ordinal_mean,absdiff__norm__massey__strength_mean__z,0.9946340625965453,massey_consensus,within_season_normalization
M,absdiff__massey__ordinal_median,absdiff__massey__strength_mean,0.9932454645726321,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_median,absdiff__massey__strength_median,0.9991199597514635,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_median,absdiff__massey__strength_trim05,0.9970292308620858,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_median,absdiff__massey__system_sag,0.9884266362790277,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_median,absdiff__massey__system_wlk,0.9870396229314148,massey_consensus,massey_consensus
M,absdiff__massey__ordinal_median,absdiff__norm__massey__strength_mean__pct,0.995820657888878,massey_consensus,within_season_normalization
M,absdiff__massey__ordinal_median,absdiff__norm__massey__strength_mean__z,0.9929259756411052,massey_consensus,within_season_normalization
M,absdiff__massey__ordinal_min,absdiff__massey__strength_max,0.9941361411347446,massey_consensus,massey_consensus
M,absdiff__massey__strength_mean,absdiff__massey__strength_median,0.9946721361490095,massey_consensus,massey_consensus
M,absdiff__massey__strength_mean,absdiff__massey__strength_trim05,0.9984412756463673,massey_consensus,massey_consensus
M,absdiff__massey__strength_mean,absdiff__norm__massey__strength_mean__pct,0.9964495669261291,massey_consensus,within_season_normalization
M,absdiff__massey__strength_mean,absdiff__norm__massey__strength_mean__z,0.9999375499666491,massey_consensus,within_season_normalization
M,absdiff__massey__strength_median,absdiff__massey__strength_trim05,0.9980661174478924,massey_consensus,massey_consensus
M,absdiff__massey__strength_median,absdiff__massey__system_sag,0.988715065223254,massey_consensus,massey_consensus
M,absdiff__massey__strength_median,absdiff__massey__system_wlk,0.9862610717819487,massey_consensus,massey_consensus
M,absdiff__massey__strength_median,absdiff__norm__massey__strength_mean__pct,0.9967247200578502,massey_consensus,within_season_normalization
M,absdiff__massey__strength_median,absdiff__norm__massey__strength_mean__z,0.9945685385622587,massey_consensus,within_season_normalization
M,absdiff__massey__strength_trim05,absdiff__massey__system_sag,0.9866658508283113,massey_consensus,massey_consensus
M,absdiff__massey__strength_trim05,absdiff__massey__system_wlk,0.9857661430276997,massey_consensus,massey_consensus
M,absdiff__massey__strength_trim05,absdiff__norm__massey__strength_mean__pct,0.9979230905003638,massey_consensus,within_season_normalization
M,absdiff__massey__strength_trim05,absdiff__norm__massey__strength_mean__z,0.9983448907862349,massey_consensus,within_season_normalization
M,absdiff__massey__system_sag,absdiff__norm__massey__strength_mean__pct,0.9856900705456492,massey_consensus,within_season_normalization
M,absdiff__massey__system_wlk,absdiff__norm__massey__strength_mean__pct,0.9851536512611047,massey_consensus,within_season_normalization
M,absdiff__norm__compact__margin_mean__pct,absdiff__norm__compact__margin_trim02__pct,1.0,within_season_normalization,within_season_normalization
M,absdiff__norm__compact__margin_mean__z,absdiff__norm__compact__margin_trim02__z,1.0,within_season_normalization,within_season_normalization
M,absdiff__norm__compact__win_pct__z,absdiff__schedule__wp,0.9993281763741505,within_season_normalization,schedule_and_accomplishment
M,absdiff__norm__detailed__all__net_rtg_ros__pct,absdiff__norm__detailed__clean__net_rtg_ros__pct,0.9988112330295211,within_season_normalization,within_season_normalization
M,absdiff__norm__detailed__all__net_rtg_ros__z,absdiff__norm__detailed__clean__net_rtg_ros__z,0.9993822618517487,within_season_normalization,within_season_normalization
M,absdiff__norm__massey__strength_mean__pct,absdiff__norm__massey__strength_mean__z,0.99634272888531,within_season_normalization,within_season_normalization
M,absdiff__norm__rating__bt_c1p0__pct,absdiff__rating__bt_c1p0_percentile,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__bt_c1p0__z,absdiff__rating__bt_c1p0,0.9988854219991923,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__bt_c1p0__z,absdiff__rating__bt_c1p0_z,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__colley__pct,absdiff__rating__colley_percentile,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__colley__z,absdiff__rating__colley,0.999648524855835,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__colley__z,absdiff__rating__colley_z,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__elo_mov_538__pct,absdiff__rating__elo_mov_538_percentile,1.0,within_season_normalization,dynamic_ratings
M,absdiff__norm__rating__elo_mov_538__pct,absdiff__rating__elo_mov_log_percentile,0.9989847229656998,within_season_normalization,dynamic_ratings
M,absdiff__norm__rating__elo_mov_538__z,absdiff__rating__elo_mov_538,0.995832789669385,within_season_normalization,dynamic_ratings
M,absdiff__norm__rating__elo_mov_538__z,absdiff__rating__elo_mov_538_z,1.0,within_season_normalization,dynamic_ratings
M,absdiff__norm__rating__elo_mov_538__z,absdiff__rating__elo_mov_log,0.9953627155444477,within_season_normalization,dynamic_ratings
M,absdiff__norm__rating__elo_mov_538__z,absdiff__rating__elo_mov_log_z,0.9994767154381138,within_season_normalization,dynamic_ratings
M,absdiff__norm__rating__margin_ridge_a25p0__pct,absdiff__rating__margin_ridge_a25p0_percentile,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__margin_ridge_a25p0__z,absdiff__rating__margin_ridge_a25p0,0.9974487845940408,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__margin_ridge_a25p0__z,absdiff__rating__margin_ridge_a25p0_z,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__pagerank_margin__pct,absdiff__rating__pagerank_margin_percentile,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__rating__pagerank_margin__z,absdiff__rating__pagerank_margin_z,1.0,within_season_normalization,global_strength_ratings
M,absdiff__norm__schedule__opponent_strength_mean__z,absdiff__schedule__opponent_strength_mean,0.9947573227521552,within_season_normalization,schedule_and_accomplishment
M,absdiff__norm__schedule__quality_win_points_sum__z,absdiff__schedule__quality_win_points_sum,0.9948002465616121,within_season_normalization,schedule_and_accomplishment
M,absdiff__norm__schedule__rpi__z,absdiff__schedule__rpi,0.9995135536819428,within_season_normalization,schedule_and_accomplishment
M,absdiff__rating__bt_c0p25,absdiff__rating__bt_c0p25_z,0.9987814612512824,global_strength_ratings,global_strength_ratings
M,absdiff__rating__bt_c1p0,absdiff__rating__bt_c1p0_z,0.9988854219991923,global_strength_ratings,global_strength_ratings
M,absdiff__rating__colley,absdiff__rating__colley_z,0.999648524855835,global_strength_ratings,global_strength_ratings
M,absdiff__rating__elo_mov_538,absdiff__rating__elo_mov_538_z,0.995832789669385,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538,absdiff__rating__elo_mov_log,0.9994752715646563,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538,absdiff__rating__elo_mov_log_z,0.995246012950224,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538_delta,absdiff__rating__elo_mov_log_delta,0.9985008566901731,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538_percentile,absdiff__rating__elo_mov_log_percentile,0.9989847229656998,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538_preseason,absdiff__rating__elo_mov_log_preseason,0.9996096733338967,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538_z,absdiff__rating__elo_mov_log,0.9953627155444477,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_538_z,absdiff__rating__elo_mov_log_z,0.9994767154381138,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_mov_log,absdiff__rating__elo_mov_log_z,0.9958213203777925,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_season_reset_mov,absdiff__rating__elo_season_reset_mov_delta,1.0,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_season_reset_mov,absdiff__rating__elo_season_reset_mov_z,0.9981553635693174,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_season_reset_mov_delta,absdiff__rating__elo_season_reset_mov_z,0.9981553635693174,dynamic_ratings,dynamic_ratings
M,absdiff__rating__elo_standard,absdiff__rating__elo_standard_z,0.991970244270424,dynamic_ratings,dynamic_ratings
M,absdiff__rating__margin_ridge_a25p0,absdiff__rating__margin_ridge_a25p0_z,0.9974487845940408,global_strength_ratings,global_strength_ratings
M,absdiff__rating__margin_ridge_a5p0,absdiff__rating__margin_ridge_a5p0_z,0.9976554421257395,global_strength_ratings,global_strength_ratings
M,absdiff__seed__number,matchup__seed_gap_abs,1.0,selection_committee_prior,matchup_context
M,context__season_centered_2000,seedprior__history_games,0.9916212135147757,matchup_context,prequential_seed_priors
M,diff__adj__def_rtg_a50p0,diff__detailed__all__def_rtg_ros,0.9873113096438753,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__all__defrtg_mean,0.9883673378846992,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__all__defrtg_trim02,0.9883673378846992,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__clean__def_rtg_ros,0.9871624423680092,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__clean__defrtg_mean,0.9881591769289056,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__clean__defrtg_trim02,0.9881591769289056,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__poss0p44__def_rtg_mean,0.9884406616912661,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__def_rtg_a50p0,diff__detailed__poss0p475__def_rtg_mean,0.9883673378846992,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a10p0,diff__adj__net_rtg_a10p0_z,0.9989145312329119,opponent_adjusted_efficiency,opponent_adjusted_efficiency
M,diff__adj__net_rtg_a10p0,diff__norm__adj__net_rtg_a10p0__z,0.9989145312329119,opponent_adjusted_efficiency,within_season_normalization
M,diff__adj__net_rtg_a10p0_percentile,diff__norm__adj__net_rtg_a10p0__pct,1.0,opponent_adjusted_efficiency,within_season_normalization
M,diff__adj__net_rtg_a10p0_z,diff__norm__adj__net_rtg_a10p0__z,1.0,opponent_adjusted_efficiency,within_season_normalization
M,diff__adj__net_rtg_a50p0,diff__adj__net_rtg_a50p0_z,0.9979204003930725,opponent_adjusted_efficiency,opponent_adjusted_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__all__net_rtg_ros,0.9872139820103155,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__all__netrtg_mean,0.9878574059757114,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__all__netrtg_trim02,0.9878574059757114,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__clean__net_rtg_ros,0.9869488282023574,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__clean__netrtg_mean,0.9876206241283468,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__clean__netrtg_trim02,0.9876206241283468,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__poss0p44__net_rtg_mean,0.9878320267390434,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__detailed__poss0p475__net_rtg_mean,0.9878574059757114,opponent_adjusted_efficiency,detailed_efficiency
M,diff__adj__net_rtg_a50p0,diff__norm__adj__net_rtg_a50p0__z,0.9979204003930725,opponent_adjusted_efficiency,within_season_normalization
M,diff__adj__net_rtg_a50p0,diff__norm__detailed__all__net_rtg_ros__z,0.9869423070452003,opponent_adjusted_efficiency,within_season_normalization
M,diff__adj__net_rtg_a50p0,diff__norm__detailed__clean__net_rtg_ros__z,0.9866691028805229,opponent_adjusted_efficiency,within_season_normalization
M,diff__adj__net_rtg_a50p0_percentile,diff__norm__adj__net_rtg_a50p0__pct,1.0,opponent_adjusted_efficiency,within_season_normalization
