Gender,Feature,Block,Rows,MissingRate,UniqueNonMissing,Variance,NearConstant
M,absdiff__compact__last10_margin_median,compact_performance,2317,0.0,53,23.884613037109375,False
M,absdiff__compact__last10_margin_std,compact_performance,2317,0.0,2316,7.339656829833984,False
M,absdiff__compact__last10_win_pct,compact_performance,2317,0.0,8,0.01834994927048683,False
M,absdiff__compact__last20_margin_mean,compact_performance,2317,0.0,351,18.227157592773438,False
M,absdiff__compact__last20_margin_median,compact_performance,2317,0.0,47,17.72389793395996,False
M,absdiff__compact__last20_margin_std,compact_performance,2317,0.0,2317,4.340384483337402,False
M,absdiff__compact__last20_win_pct,compact_performance,2317,0.0,16,0.011310561560094357,False
M,absdiff__compact__last5_margin_mean,compact_performance,2317,0.0,134,31.670825958251953,False
M,absdiff__compact__last5_margin_median,compact_performance,2317,0.0,35,36.13254165649414,False
M,absdiff__compact__last5_margin_std,compact_performance,2317,0.0,2314,14.525776863098145,False
M,absdiff__compact__last5_win_pct,compact_performance,2317,0.0,5,0.035334255546331406,False
M,absdiff__compact__margin_iqr,compact_performance,2317,0.0,81,14.48867416381836,False
M,absdiff__compact__margin_mad,compact_performance,2317,0.0,24,3.7262206077575684,False
M,absdiff__compact__margin_mean,compact_performance,2317,0.0,2233,19.150400161743164,False
M,absdiff__compact__margin_median,compact_performance,2317,0.0,46,16.246307373046875,False
M,absdiff__compact__margin_q10,compact_performance,2317,0.0,232,26.13715934753418,False
M,absdiff__compact__margin_q25,compact_performance,2317,0.0,93,19.839111328125,False
M,absdiff__compact__margin_q75,compact_performance,2317,0.0,103,25.39119529724121,False
M,absdiff__compact__margin_q90,compact_performance,2317,0.0,268,38.21603775024414,False
M,absdiff__compact__margin_slope,compact_performance,2317,0.0,2311,0.16476519405841827,False
M,absdiff__compact__margin_std,compact_performance,2317,0.0,2317,4.307156085968018,False
M,absdiff__compact__margin_trim02,compact_performance,2317,0.0,2233,19.150400161743164,False
M,absdiff__compact__margin_winsor02,compact_performance,2317,0.0,2314,18.9052677154541,False
M,absdiff__compact__neutral_margin_mean,compact_performance,2317,0.053949072075960294,967,45.98249816894531,False
M,absdiff__compact__neutral_margin_std,compact_performance,2317,0.1368148467846353,1982,21.250293731689453,False
M,absdiff__compact__neutral_win_pct,compact_performance,2317,0.053949072075960294,112,0.047749731689691544,False
M,absdiff__compact__pythag_exp10p0,compact_performance,2317,0.0,2317,0.009752602316439152,False
M,absdiff__compact__pythag_exp11p5,compact_performance,2317,0.0,2317,0.01100466214120388,False
M,absdiff__compact__pythag_exp13p91,compact_performance,2317,0.0,2317,0.012644362635910511,False
M,absdiff__compact__pythag_exp8p0,compact_performance,2317,0.0,2317,0.007753937970846891,False
M,absdiff__compact__pythag_residual_exp10p0,compact_performance,2317,0.0,2317,0.002616024110466242,False
M,absdiff__compact__pythag_residual_exp11p5,compact_performance,2317,0.0,2317,0.002864978276193142,False
M,absdiff__compact__pythag_residual_exp13p91,compact_performance,2317,0.0,2317,0.0033114589750766754,False
M,absdiff__compact__pythag_residual_exp8p0,compact_performance,2317,0.0,2317,0.0023418182972818613,False
M,absdiff__compact__rest_days_mean,compact_performance,2317,0.0,1496,0.04129748418927193,False
M,absdiff__compact__rest_days_std,compact_performance,2317,0.0,2316,0.22027406096458435,False
M,absdiff__compact__win_pct,compact_performance,2317,0.0,1343,0.008795126341283321,False
M,absdiff__conference__strength_std,conference_context,2317,0.0,1835,0.7307456135749817,False
M,absdiff__conference__tourney_win_pct,conference_context,2317,0.4518774277082434,9,0.10452534258365631,False
M,absdiff__detailed__all__def_rtg_ros,detailed_efficiency,2317,0.49028916702632713,1181,15.065349578857422,False
M,absdiff__detailed__all__defrtg_std,detailed_efficiency,2317,0.49028916702632713,1181,3.039727210998535,False
M,absdiff__detailed__all__drb_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0005758389015682042,False
M,absdiff__detailed__all__efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0005174753023311496,False
M,absdiff__detailed__all__efg_median,detailed_efficiency,2317,0.49028916702632713,1139,0.0005962238064967096,False
M,absdiff__detailed__all__efg_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0005244198255240917,False
M,absdiff__detailed__all__efg_std,detailed_efficiency,2317,0.49028916702632713,1181,9.560499165672809e-05,False
M,absdiff__detailed__all__efg_trim02,detailed_efficiency,2317,0.49028916702632713,1181,0.0005174753023311496,False
M,absdiff__detailed__all__ft_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0015374512877315283,False
M,absdiff__detailed__all__ftmade_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0008626568014733493,False
M,absdiff__detailed__all__ftmaderate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0009167639072984457,False
M,absdiff__detailed__all__ftmaderate_median,detailed_efficiency,2317,0.49028916702632713,1163,0.001051656436175108,False
M,absdiff__detailed__all__ftrate_std,detailed_efficiency,2317,0.49028916702632713,1181,0.0004908547853119671,False
M,absdiff__detailed__all__net_rtg_ros,detailed_efficiency,2317,0.49028916702632713,1181,36.03239059448242,False
M,absdiff__detailed__all__netrtg_std,detailed_efficiency,2317,0.49028916702632713,1181,6.995508193969727,False
M,absdiff__detailed__all__off_rtg_ros,detailed_efficiency,2317,0.49028916702632713,1181,18.7524471282959,False
M,absdiff__detailed__all__offrtg_std,detailed_efficiency,2317,0.49028916702632713,1181,2.8670613765716553,False
M,absdiff__detailed__all__opp_efg_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0004073282179888338,False
M,absdiff__detailed__all__opp_ft_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.002341254148632288,False
M,absdiff__detailed__all__opp_ftmade_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0011962908320128918,False
M,absdiff__detailed__all__opp_tov_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.00030737288761883974,False
M,absdiff__detailed__all__oppefg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0004102335369680077,False
M,absdiff__detailed__all__oppefg_median,detailed_efficiency,2317,0.49028916702632713,1153,0.00049245246918872,False
M,absdiff__detailed__all__oppftmaderate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.001283313031308353,False
M,absdiff__detailed__all__oppftmaderate_median,detailed_efficiency,2317,0.49028916702632713,1164,0.0013116287300363183,False
M,absdiff__detailed__all__orb_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0011664795456454158,False
M,absdiff__detailed__all__orbpct_std,detailed_efficiency,2317,0.49028916702632713,1181,0.00010838155867531896,False
M,absdiff__detailed__all__pace_ros,detailed_efficiency,2317,0.49028916702632713,1181,8.228999137878418,False
M,absdiff__detailed__all__tov_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.00019940591300837696,False
M,absdiff__detailed__all__tovpct_std,detailed_efficiency,2317,0.49028916702632713,1181,2.8717600798700005e-05,False
M,absdiff__detailed__away__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,22.010757446289062,False
M,absdiff__detailed__away__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,50.709049224853516,False
M,absdiff__detailed__away__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,25.51615333557129,False
M,absdiff__detailed__away__pace_mean,detailed_efficiency,2317,0.49028916702632713,1175,8.932723999023438,False
M,absdiff__detailed__clean__def_rtg_ros,detailed_efficiency,2317,0.49028916702632713,1181,15.023062705993652,False
M,absdiff__detailed__clean__defrtg_std,detailed_efficiency,2317,0.49028916702632713,1181,3.0309219360351562,False
M,absdiff__detailed__clean__drb_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0005777543410658836,False
M,absdiff__detailed__clean__efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0005164395552128553,False
M,absdiff__detailed__clean__efg_median,detailed_efficiency,2317,0.49028916702632713,1140,0.0005949925980530679,False
M,absdiff__detailed__clean__efg_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0005234260461293161,False
M,absdiff__detailed__clean__efg_std,detailed_efficiency,2317,0.49028916702632713,1181,9.558713645674288e-05,False
M,absdiff__detailed__clean__efg_trim02,detailed_efficiency,2317,0.49028916702632713,1181,0.0005164395552128553,False
M,absdiff__detailed__clean__ft_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0015342278638854623,False
M,absdiff__detailed__clean__ftmade_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0008640596643090248,False
M,absdiff__detailed__clean__ftmaderate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0009176207240670919,False
M,absdiff__detailed__clean__ftmaderate_median,detailed_efficiency,2317,0.49028916702632713,1162,0.0010578949004411697,False
M,absdiff__detailed__clean__ftrate_std,detailed_efficiency,2317,0.49028916702632713,1181,0.000494309002533555,False
M,absdiff__detailed__clean__net_rtg_ros,detailed_efficiency,2317,0.49028916702632713,1181,36.048095703125,False
M,absdiff__detailed__clean__netrtg_std,detailed_efficiency,2317,0.49028916702632713,1181,7.006302833557129,False
M,absdiff__detailed__clean__off_rtg_ros,detailed_efficiency,2317,0.49028916702632713,1181,18.72829818725586,False
M,absdiff__detailed__clean__offrtg_std,detailed_efficiency,2317,0.49028916702632713,1181,2.874260425567627,False
M,absdiff__detailed__clean__opp_efg_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0004065506218466908,False
M,absdiff__detailed__clean__opp_ft_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0023395023308694363,False
M,absdiff__detailed__clean__opp_ftmade_rate_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0011970816412940621,False
M,absdiff__detailed__clean__opp_tov_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.00030879516270942986,False
M,absdiff__detailed__clean__oppefg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0004100110672879964,False
M,absdiff__detailed__clean__oppefg_median,detailed_efficiency,2317,0.49028916702632713,1156,0.0004942011437378824,False
M,absdiff__detailed__clean__oppftmaderate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0012847790494561195,False
M,absdiff__detailed__clean__oppftmaderate_median,detailed_efficiency,2317,0.49028916702632713,1164,0.0013112941524013877,False
M,absdiff__detailed__clean__orb_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.0011657235445454717,False
M,absdiff__detailed__clean__orbpct_std,detailed_efficiency,2317,0.49028916702632713,1181,0.00010843707423191518,False
M,absdiff__detailed__clean__pace_ros,detailed_efficiency,2317,0.49028916702632713,1181,8.235587120056152,False
M,absdiff__detailed__clean__tov_pct_ros,detailed_efficiency,2317,0.49028916702632713,1181,0.00019982139929197729,False
M,absdiff__detailed__clean__tovpct_std,detailed_efficiency,2317,0.49028916702632713,1181,2.8847767680417746e-05,False
M,absdiff__detailed__ewm_h10__efg,detailed_efficiency,2317,0.49028916702632713,1181,0.0005636148271150887,False
M,absdiff__detailed__ewm_h10__oppefg,detailed_efficiency,2317,0.49028916702632713,1181,0.0004653094511013478,False
M,absdiff__detailed__ewm_h20__efg,detailed_efficiency,2317,0.49028916702632713,1181,0.001054491032846272,False
M,absdiff__detailed__ewm_h20__oppefg,detailed_efficiency,2317,0.49028916702632713,1181,0.0009548026719130576,False
M,absdiff__detailed__ewm_h5__efg,detailed_efficiency,2317,0.49028916702632713,1181,0.0006300531676970422,False
M,absdiff__detailed__ewm_h5__oppefg,detailed_efficiency,2317,0.49028916702632713,1181,0.0005748728290200233,False
M,absdiff__detailed__home__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,21.824060440063477,False
M,absdiff__detailed__home__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,44.67036819458008,False
M,absdiff__detailed__home__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,24.691680908203125,False
M,absdiff__detailed__home__pace_mean,detailed_efficiency,2317,0.49028916702632713,1178,9.77773380279541,False
M,absdiff__detailed__last10__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,26.120054244995117,False
M,absdiff__detailed__last10__efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0007973315077833831,False
M,absdiff__detailed__last10__ft_rate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.00299980235286057,False
M,absdiff__detailed__last10__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,45.62425994873047,False
M,absdiff__detailed__last10__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,23.330615997314453,False
M,absdiff__detailed__last10__opp_efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.00079216284211725,False
M,absdiff__detailed__last10__orb_pct_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0015718524809926748,False
M,absdiff__detailed__last10__pace_mean,detailed_efficiency,2317,0.49028916702632713,1097,9.313979148864746,False
M,absdiff__detailed__last10__tov_pct_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.00028703067800961435,False
M,absdiff__detailed__last20__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,19.316194534301758,False
M,absdiff__detailed__last20__efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0006147364620119333,False
M,absdiff__detailed__last20__ft_rate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.001980649307370186,False
M,absdiff__detailed__last20__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,38.396114349365234,False
M,absdiff__detailed__last20__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,18.42795181274414,False
M,absdiff__detailed__last20__opp_efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0004916572943329811,False
M,absdiff__detailed__last20__orb_pct_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.001246376777999103,False
M,absdiff__detailed__last20__pace_mean,detailed_efficiency,2317,0.49028916702632713,1127,8.7234525680542,False
M,absdiff__detailed__last20__tov_pct_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0002318705228390172,False
M,absdiff__detailed__last5__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,40.622581481933594,False
M,absdiff__detailed__last5__efg_mean,detailed_efficiency,2317,0.49028916702632713,1180,0.0012028180062770844,False
M,absdiff__detailed__last5__ft_rate_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.005059863440692425,False
M,absdiff__detailed__last5__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,66.35283660888672,False
M,absdiff__detailed__last5__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,34.32761764526367,False
M,absdiff__detailed__last5__opp_efg_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.0011741799535229802,False
M,absdiff__detailed__last5__orb_pct_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.002016396727412939,False
M,absdiff__detailed__last5__pace_mean,detailed_efficiency,2317,0.49028916702632713,992,11.304900169372559,False
M,absdiff__detailed__last5__tov_pct_mean,detailed_efficiency,2317,0.49028916702632713,1181,0.00044304245966486633,False
M,absdiff__detailed__neutral__def_rtg_mean,detailed_efficiency,2317,0.5118687958567113,1131,41.92340087890625,False
M,absdiff__detailed__neutral__net_rtg_mean,detailed_efficiency,2317,0.5118687958567113,1131,75.5723876953125,False
M,absdiff__detailed__neutral__off_rtg_mean,detailed_efficiency,2317,0.5118687958567113,1131,47.84002685546875,False
M,absdiff__detailed__neutral__pace_mean,detailed_efficiency,2317,0.5118687958567113,1101,15.550833702087402,False
M,absdiff__detailed__poss0p44__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,15.237415313720703,False
M,absdiff__detailed__poss0p44__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,36.226463317871094,False
M,absdiff__detailed__poss0p44__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,18.958620071411133,False
M,absdiff__detailed__poss0p475__def_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,14.920495986938477,False
M,absdiff__detailed__poss0p475__net_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,35.55839538574219,False
M,absdiff__detailed__poss0p475__off_rtg_mean,detailed_efficiency,2317,0.49028916702632713,1181,18.770679473876953,False
M,absdiff__geography__city_coverage,geography_and_schedule_dispersion,2317,0.0,1,0.0,True
M,absdiff__massey__momentum_systems,massey_consensus,2317,0.49028916702632713,6,2.582702159881592,False
M,absdiff__massey__ordinal_max,massey_consensus,2317,0.49028916702632713,232,4117.302734375,False
M,absdiff__massey__ordinal_mean,massey_consensus,2317,0.49028916702632713,1170,2335.688720703125,False
M,absdiff__massey__ordinal_median,massey_consensus,2317,0.49028916702632713,293,2411.43994140625,False
M,absdiff__massey__ordinal_min,massey_consensus,2317,0.49028916702632713,134,924.1052856445312,False
M,absdiff__massey__ordinal_std,massey_consensus,2317,0.49028916702632713,1181,61.76742935180664,False
M,absdiff__massey__rank_improvement_mean,massey_consensus,2317,0.49028916702632713,1172,111.3953628540039,False
M,absdiff__massey__rank_improvement_median,massey_consensus,2317,0.49028916702632713,94,107.52796936035156,False
M,absdiff__massey__rank_improvement_std,massey_consensus,2317,0.49028916702632713,1181,30.841554641723633,False
M,absdiff__massey__strength_iqr,massey_consensus,2317,0.49028916702632713,817,0.0008247672230936587,False
M,absdiff__massey__strength_max,massey_consensus,2317,0.49028916702632713,597,0.007778275292366743,False
M,absdiff__massey__strength_mean,massey_consensus,2317,0.49028916702632713,1181,0.019240040332078934,False
M,absdiff__massey__strength_median,massey_consensus,2317,0.49028916702632713,856,0.02054695598781109,False
M,absdiff__massey__strength_min,massey_consensus,2317,0.49028916702632713,1048,0.03739401325583458,False
M,absdiff__massey__strength_std,massey_consensus,2317,0.49028916702632713,1181,0.0007334781694225967,False
M,absdiff__massey__strength_trim05,massey_consensus,2317,0.49028916702632713,1181,0.019813163205981255,False
M,absdiff__massey__system_ap,massey_consensus,2317,0.7772982304704359,181,0.023906590417027473,False
M,absdiff__massey__system_bih,massey_consensus,2317,0.5179110919292188,576,0.019450794905424118,False
M,absdiff__massey__system_cng,massey_consensus,2317,0.5463962019853259,607,0.026221713051199913,False
M,absdiff__massey__system_col,massey_consensus,2317,0.49028916702632713,678,0.017935043200850487,False
M,absdiff__massey__system_des,massey_consensus,2317,0.8234786361674579,152,0.026496145874261856,False
M,absdiff__massey__system_dok,massey_consensus,2317,0.5731549417350021,522,0.02381088025867939,False
M,absdiff__massey__system_dol,massey_consensus,2317,0.49028916702632713,609,0.02005406841635704,False
M,absdiff__massey__system_dun,massey_consensus,2317,0.5455330168321105,540,0.022613050416111946,False
M,absdiff__massey__system_mas,massey_consensus,2317,0.6007768666378939,477,0.018601352348923683,False
M,absdiff__massey__system_mor,massey_consensus,2317,0.49028916702632713,665,0.02464117668569088,False
M,absdiff__massey__system_pom,massey_consensus,2317,0.49028916702632713,677,0.023367417976260185,False
M,absdiff__massey__system_rpi,massey_consensus,2317,0.5476909797151489,598,0.01527197565883398,False
M,absdiff__massey__system_rth,massey_consensus,2317,0.5187742770824342,618,0.026279456913471222,False
M,absdiff__massey__system_sag,massey_consensus,2317,0.49028916702632713,636,0.023609274998307228,False
M,absdiff__massey__system_sel,massey_consensus,2317,0.5179110919292188,599,0.023133954033255577,False
M,absdiff__massey__system_usa,massey_consensus,2317,0.779887785930082,198,0.025369932875037193,False
M,absdiff__massey__system_wil,massey_consensus,2317,0.5731549417350021,514,0.023398632183670998,False
M,absdiff__massey__system_wlk,massey_consensus,2317,0.49028916702632713,621,0.02025907300412655,False
M,absdiff__massey__system_wob,massey_consensus,2317,0.5179110919292188,577,0.020826682448387146,False
M,absdiff__massey__system_wol,massey_consensus,2317,0.5187742770824342,571,0.018658345565199852,False
M,absdiff__massey__systems,massey_consensus,2317,0.49028916702632713,5,2.5146872997283936,False
M,absdiff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,2317,0.49028916702632713,587,0.017319422215223312,False
M,absdiff__norm__adj__net_rtg_a10p0__z,within_season_normalization,2317,0.49028916702632713,1181,0.4600144922733307,False
M,absdiff__norm__adj__net_rtg_a50p0__pct,within_season_normalization,2317,0.49028916702632713,575,0.013585442677140236,False
M,absdiff__norm__adj__net_rtg_a50p0__z,within_season_normalization,2317,0.49028916702632713,1181,0.4445935785770416,False
M,absdiff__norm__compact__margin_mean__pct,within_season_normalization,2317,0.0,1462,0.014837848953902721,False
M,absdiff__norm__compact__margin_mean__z,within_season_normalization,2317,0.0,2308,0.4001157879829407,False
M,absdiff__norm__compact__margin_trim02__pct,within_season_normalization,2317,0.0,1462,0.014837848953902721,False
M,absdiff__norm__compact__margin_trim02__z,within_season_normalization,2317,0.0,2308,0.4001157879829407,False
M,absdiff__norm__compact__win_pct__pct,within_season_normalization,2317,0.0,1603,0.01120082102715969,False
M,absdiff__norm__compact__win_pct__z,within_season_normalization,2317,0.0,2120,0.24224649369716644,False
M,absdiff__norm__detailed__all__efg_ros__pct,within_season_normalization,2317,0.49028916702632713,790,0.034120913594961166,False
M,absdiff__norm__detailed__all__efg_ros__z,within_season_normalization,2317,0.49028916702632713,1181,0.5476297736167908,False
M,absdiff__norm__detailed__all__net_rtg_ros__pct,within_season_normalization,2317,0.49028916702632713,615,0.01360546424984932,False
M,absdiff__norm__detailed__all__net_rtg_ros__z,within_season_normalization,2317,0.49028916702632713,1181,0.37685132026672363,False
M,absdiff__norm__detailed__clean__net_rtg_ros__pct,within_season_normalization,2317,0.49028916702632713,620,0.01370095182210207,False
M,absdiff__norm__detailed__clean__net_rtg_ros__z,within_season_normalization,2317,0.49028916702632713,1181,0.3762519359588623,False
M,absdiff__norm__massey__strength_mean__pct,within_season_normalization,2317,0.49028916702632713,621,0.020007040351629257,False
M,absdiff__norm__massey__strength_mean__z,within_season_normalization,2317,0.49028916702632713,1181,0.24502570927143097,False
M,absdiff__norm__rating__bt_c1p0__pct,within_season_normalization,2317,0.0,1265,0.01763085462152958,False
M,absdiff__norm__rating__bt_c1p0__z,within_season_normalization,2317,0.0,2317,0.4184879660606384,False
M,absdiff__norm__rating__colley__pct,within_season_normalization,2317,0.0,1293,0.0199586134403944,False
M,absdiff__norm__rating__colley__z,within_season_normalization,2317,0.0,2317,0.39273086190223694,False
M,absdiff__norm__rating__elo_mov_538__pct,within_season_normalization,2317,0.0,1236,0.013288835994899273,False
M,absdiff__norm__rating__elo_mov_538__z,within_season_normalization,2317,0.0,2317,0.35436224937438965,False
M,absdiff__norm__rating__margin_ridge_a25p0__pct,within_season_normalization,2317,0.0,1293,0.017974186688661575,False
M,absdiff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,2317,0.0,2317,0.4915087819099426,False
M,absdiff__norm__rating__pagerank_margin__pct,within_season_normalization,2317,0.0,1439,0.025928139686584473,False
M,absdiff__norm__rating__pagerank_margin__z,within_season_normalization,2317,0.0,2317,2.111647129058838,False
M,absdiff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,2317,0.0,1699,0.065290667116642,False
M,absdiff__norm__schedule__opponent_strength_mean__z,within_season_normalization,2317,0.0,2317,0.7960947751998901,False
M,absdiff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,2317,0.0,1347,0.021886946633458138,False
M,absdiff__norm__schedule__quality_win_points_sum__z,within_season_normalization,2317,0.0,2316,0.8615239262580872,False
M,absdiff__norm__schedule__rpi__pct,within_season_normalization,2317,0.0,1301,0.017073797062039375,False
M,absdiff__norm__schedule__rpi__z,within_season_normalization,2317,0.0,2317,0.37849316000938416,False
M,absdiff__prior__program_win_pct_smoothed,prior_program_history,2317,0.0,1218,0.019380157813429832,False
M,absdiff__rating__bt_c0p25,global_strength_ratings,2317,0.0,2317,0.19846060872077942,False
M,absdiff__rating__bt_c0p25_percentile,global_strength_ratings,2317,0.0,1260,0.012927059084177017,False
M,absdiff__rating__bt_c0p25_z,global_strength_ratings,2317,0.0,2315,0.3422411382198334,False
M,absdiff__rating__bt_c1p0,global_strength_ratings,2317,0.0,2317,0.6204807162284851,False
M,absdiff__rating__bt_c1p0_percentile,global_strength_ratings,2317,0.0,1265,0.01763085462152958,False
M,absdiff__rating__bt_c1p0_z,global_strength_ratings,2317,0.0,2317,0.4184879660606384,False
M,absdiff__rating__colley,global_strength_ratings,2317,0.0,2317,0.02082793228328228,False
