TargetKey,Gender,Season,Team1ID,Team2ID,Team1Win,Team1Margin,OuterFoldID,InnerFoldID,Architecture,Universe,Model,RawPrediction,FeatureCount,BestIteration,Prediction,CalibrationMethod,DayNum,Team1ID_source,Team2ID_source,matchup__seed_gap_abs,matchup__seed_diff,SquaredError,Confidence,WrongAtHalf,ConfidentWrong,SeedGapBand,TournamentDayBand
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,hist_classifier,0.015752239255663714,120.0,300.0,0.015752239255663714,identity,137,1420,1438,15.0,15.0,0.9687436545302403,0.9842477607443363,True,True,13+,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,constrained_ensemble,0.017782119884653204,,,0.017782119884653204,identity,137,1420,1438,15.0,15.0,0.9647519640182859,0.9822178801153468,True,True,13+,rounds_1_2
W_2016_137_3107_3196,W,2016,3107,3196,1,2,rich_W_2016,,separate_gender,rich,torch_mlp,0.018487656489014626,31.0,52.0,0.018487656489014626,identity,137,3107,3196,7.0,7.0,0.9633664804644265,0.9815123435109854,True,True,6-8,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,tensorflow_mlp,0.018656759522855282,72.0,10.0,0.018656759522855282,identity,137,1420,1438,15.0,15.0,0.9630345556301831,0.9813432404771447,True,True,13+,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,hist_classifier,0.01972798427124202,120.0,300.0,0.01972798427124202,identity,137,1420,1438,15.0,15.0,0.9609332248209224,0.980272015728758,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,torch_mlp,0.02260394487529993,72.0,16.0,0.02260394487529993,identity,151,3112,3163,2.0,2.0,0.9553030485733257,0.9773960551247001,True,True,1-2,semifinal
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,elastic_logistic,0.02277395687997341,60.0,,0.02277395687997341,identity,137,1420,1438,15.0,15.0,0.954970739352024,0.9772260431200266,True,True,13+,rounds_1_2
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,lgb_margin,18.432751409862703,42.0,255.0,0.9770722770322774,raw_platt,140,3268,3449,5.0,-5.0,0.9546702345450394,0.9770722770322774,True,True,3-5,rounds_3_4
W_2016_144_3323_3390,W,2016,3323,3390,0,-6,rich_W_2016,,separate_gender,rich,torch_mlp,0.9762702137231827,31.0,52.0,0.9762702137231827,identity,144,3323,3390,3.0,-3.0,0.9531035302031088,0.9762702137231827,True,True,3-5,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,xgb_margin,18.946489334106445,100.0,317.0,0.9754282647586626,raw_platt,137,1277,1292,13.0,-13.0,0.9514602996900956,0.9754282647586626,True,True,13+,rounds_1_2
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,constrained_ensemble,0.9745494207771502,,,0.9745494207771502,identity,140,3268,3449,5.0,-5.0,0.949746573537079,0.9745494207771502,True,True,3-5,rounds_3_4
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,xgb_margin,17.865443229675293,42.0,281.0,0.9742434651996882,raw_platt,140,3268,3449,5.0,-5.0,0.949150329484296,0.9742434651996882,True,True,3-5,rounds_3_4
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,tensorflow_mlp,0.026320872828364372,72.0,10.0,0.026320872828364372,identity,137,1420,1438,15.0,15.0,0.9480510426897182,0.9736791271716356,True,True,13+,rounds_1_2
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_partial_W_2016,,partial_pooling,rich,partial_pooling_ensemble,0.9731736906157583,,,0.9731736906157583,component_calibrated_linear_pool,140,3268,3449,5.0,-5.0,0.9470670321066956,0.9731736906157583,True,True,3-5,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,lgb_classifier,0.9727501430696839,120.0,134.0,0.9727501430696839,identity,137,1277,1292,13.0,-13.0,0.9462428408420904,0.9727501430696839,True,True,13+,rounds_1_2
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_W_2019,,separate_gender,rich,lgb_classifier,0.9726409395882323,70.0,249.0,0.9726409395882323,identity,140,3235,3283,8.0,-8.0,0.9460303973630794,0.9726409395882323,True,True,6-8,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,hist_classifier,0.028194255074951192,120.0,300.0,0.028194255074951192,identity,151,3112,3163,2.0,2.0,0.944406405869329,0.9718057449250488,True,True,1-2,semifinal
W_2017_140_3181_3332,W,2017,3181,3332,0,-9,rich_Pooled_2017,,pooled_common,rich,hist_classifier,0.9715749496178157,120.0,300.0,0.9715749496178157,identity,140,3181,3332,8.0,-8.0,0.943957882724861,0.9715749496178157,True,True,6-8,rounds_3_4
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,hist_classifier,0.9715551687455553,47.0,300.0,0.9715551687455553,identity,147,3124,3333,1.0,-1.0,0.9439194459162044,0.9715551687455553,True,True,1-2,semifinal
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,ridge_margin,16.361641883850098,42.0,,0.9714897636407831,raw_platt,140,3268,3449,5.0,-5.0,0.9437923608588246,0.9714897636407831,True,True,3-5,rounds_3_4
W_2016_144_3326_3397,W,2016,3326,3397,0,-16,rich_W_2016,,separate_gender,rich,torch_mlp,0.9695751769468188,31.0,52.0,0.9695751769468188,identity,144,3326,3397,4.0,-4.0,0.940076023751455,0.9695751769468188,True,True,3-5,rounds_3_4
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_Pooled_2016,,pooled_common,rich,constrained_ensemble,0.9690465001315824,,,0.9690465001315824,identity,140,3268,3449,5.0,-5.0,0.939051119417269,0.9690465001315824,True,True,3-5,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,constrained_ensemble,0.9686339773943228,,,0.9686339773943228,identity,137,1277,1292,13.0,-13.0,0.9382517821627454,0.9686339773943228,True,True,13+,rounds_1_2
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_Pooled_2016,,pooled_common,rich,lgb_margin,17.77694995132625,100.0,303.0,0.9685819382228263,raw_platt,140,3268,3449,5.0,-5.0,0.938150971051487,0.9685819382228263,True,True,3-5,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,torch_mlp,0.9678651504218578,72.0,10.0,0.9678651504218578,identity,137,1277,1292,13.0,-13.0,0.9367629494011255,0.9678651504218578,True,True,13+,rounds_1_2
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,ridge_margin,18.7431697845459,100.0,,0.9675494024271367,raw_platt,137,1277,1292,13.0,-13.0,0.9361518461371093,0.9675494024271367,True,True,13+,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,lgb_classifier,0.032765993515963425,120.0,154.0,0.032765993515963425,identity,137,1420,1438,15.0,15.0,0.9355416232991612,0.9672340064840366,True,True,13+,rounds_1_2
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,tensorflow_mlp,0.9670289745554328,31.0,25.0,0.9670289745554328,identity,147,3124,3333,1.0,-1.0,0.9351450376297319,0.9670289745554328,True,True,1-2,semifinal
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,lgb_margin,17.241656739053013,100.0,303.0,0.96555824187315,raw_platt,137,1277,1292,13.0,-13.0,0.9323027184491685,0.96555824187315,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,tensorflow_mlp,0.035264795646071434,72.0,10.0,0.035264795646071434,identity,151,3112,3163,2.0,2.0,0.9307140145198163,0.9647352043539286,True,True,1-2,semifinal
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_Pooled_2016,,pooled_common,rich,ridge_margin,18.12562656402588,100.0,,0.9641589837403208,raw_platt,140,3268,3449,5.0,-5.0,0.9296025459271683,0.9641589837403208,True,True,3-5,rounds_3_4
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,lgb_margin,15.718118791547774,42.0,255.0,0.96382445185759,raw_platt,147,3124,3333,1.0,-1.0,0.9289575739985839,0.96382445185759,True,True,1-2,semifinal
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_Pooled_2016,,pooled_common,rich,lgb_classifier,0.9620843863923937,120.0,134.0,0.9620843863923937,identity,140,3268,3449,5.0,-5.0,0.9256063665400287,0.9620843863923937,True,True,3-5,rounds_3_4
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_Pooled_2016,,pooled_common,rich,xgb_margin,16.36869525909424,100.0,317.0,0.9615266099732608,raw_platt,140,3268,3449,5.0,-5.0,0.9245334216866712,0.9615266099732608,True,True,3-5,rounds_3_4
W_2017_140_3181_3332,W,2017,3181,3332,0,-9,rich_Pooled_2017,,pooled_common,rich,lgb_margin,17.877674576608648,100.0,255.0,0.9615048415676649,raw_platt,140,3181,3332,8.0,-8.0,0.9244915603580605,0.9615048415676649,True,True,6-8,rounds_3_4
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_partial_M_2018,,partial_pooling,rich,partial_pooling_ensemble,0.03906565275937576,,,0.03906565275937576,component_calibrated_linear_pool,137,1420,1438,15.0,15.0,0.9233948197067645,0.9609343472406242,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,ridge_margin,-19.89650249481201,100.0,,0.04010194647336443,raw_platt,151,3112,3163,2.0,2.0,0.9214042731642238,0.9598980535266356,True,True,1-2,semifinal
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,lgb_margin,21.564657294340055,56.0,411.0,0.9593713608185358,raw_platt,144,3124,3333,4.0,-4.0,0.9203934079588092,0.9593713608185358,True,True,3-5,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_W_2017,,separate_gender,rich,torch_mlp,0.9589240066707134,36.0,14.0,0.9589240066707134,identity,145,3268,3332,7.0,-7.0,0.9195352505694144,0.9589240066707134,True,True,6-8,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,hist_classifier,0.9586016911889972,120.0,300.0,0.9586016911889972,identity,144,3124,3333,4.0,-4.0,0.9189172023504055,0.9586016911889972,True,True,3-5,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,lgb_margin,17.687454944637196,100.0,107.0,0.9581792465076804,raw_platt,137,1326,1331,13.0,-13.0,0.9181074684380262,0.9581792465076804,True,True,13+,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,xgb_classifier,0.04184269160032272,120.0,224.0,0.04184269160032272,identity,137,1420,1438,15.0,15.0,0.9180654276397142,0.9581573083996773,True,True,13+,rounds_1_2
W_2021_140_3116_3460,W,2021,3116,3460,0,-4,rich_Pooled_2021,,pooled_common,rich,hist_classifier,0.957930824035343,120.0,300.0,0.957930824035343,identity,140,3116,3460,9.0,-9.0,0.9176314636370313,0.957930824035343,True,True,9-12,rounds_3_4
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_W_2019,,separate_gender,rich,torch_mlp,0.9577257242053747,47.0,10.0,0.9577257242053747,identity,140,3235,3283,8.0,-8.0,0.9172385628047095,0.9577257242053747,True,True,6-8,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,xgb_margin,-19.741068840026855,70.0,207.0,0.04254316450471851,raw_platt,151,3112,3163,2.0,2.0,0.9167235918366385,0.9574568354952815,True,True,1-2,semifinal
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_W_2018,,separate_gender,rich,lgb_margin,21.256650053866164,56.0,411.0,0.957443066157228,raw_platt,151,3163,3323,0.0,0.0,0.916697224932554,0.957443066157228,True,True,0,semifinal
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_Pooled_2017,,pooled_common,rich,hist_classifier,0.9573960700261673,120.0,300.0,0.9573960700261673,identity,140,3274,3346,8.0,-8.0,0.9166072349015499,0.9573960700261673,True,True,6-8,rounds_3_4
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_W_2018,,separate_gender,rich,xgb_margin,21.18997097015381,56.0,363.0,0.9573461682780121,raw_platt,151,3163,3323,0.0,0.0,0.9165116859165919,0.9573461682780121,True,True,0,semifinal
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,xgb_margin,21.103596687316895,56.0,363.0,0.9567857474505941,raw_platt,144,3124,3333,4.0,-4.0,0.915438966524592,0.9567857474505941,True,True,3-5,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,tensorflow_mlp,0.9562353789806366,72.0,10.0,0.9562353789806366,identity,137,1277,1292,13.0,-13.0,0.9143861000142417,0.9562353789806366,True,True,13+,rounds_1_2
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,xgb_margin,16.892277717590332,100.0,59.0,0.9557851254360409,raw_platt,137,1326,1331,13.0,-13.0,0.9135252060047884,0.9557851254360409,True,True,13+,rounds_1_2
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,torch_mlp,0.9557833727449179,70.0,10.0,0.9557833727449179,identity,137,1277,1292,13.0,-13.0,0.9135218556156506,0.9557833727449179,True,True,13+,rounds_1_2
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,hist_classifier,0.9555013378640729,63.0,300.0,0.9555013378640729,identity,144,3124,3333,4.0,-4.0,0.9129828066600332,0.9555013378640729,True,True,3-5,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,elastic_logistic,0.045118408277630806,45.0,,0.045118408277630806,identity,151,3112,3163,2.0,2.0,0.9117988542102454,0.9548815917223692,True,True,1-2,semifinal
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,lgb_classifier,0.9548189409685521,105.0,217.0,0.9548189409685521,identity,137,1277,1292,13.0,-13.0,0.9116792100323075,0.9548189409685521,True,True,13+,rounds_1_2
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_W_2017,,separate_gender,rich,xgb_margin,17.804874420166016,49.0,297.0,0.9547134963255566,raw_platt,145,3268,3332,7.0,-7.0,0.9114778600661685,0.9547134963255566,True,True,6-8,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,ridge_margin,-20.6027889251709,70.0,,0.04558123447054789,raw_platt,151,3112,3163,2.0,2.0,0.9109151799947633,0.9544187655294522,True,True,1-2,semifinal
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_Pooled_2019,,pooled_common,rich,hist_classifier,0.953737220982174,120.0,300.0,0.953737220982174,identity,140,3235,3283,8.0,-8.0,0.9096146866868001,0.953737220982174,True,True,6-8,rounds_3_4
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_W_2017,,separate_gender,rich,hist_classifier,0.9519969265944658,55.0,300.0,0.9519969265944658,identity,151,3163,3280,1.0,-1.0,0.9062981482453086,0.9519969265944658,True,True,1-2,semifinal
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,hist_classifier,0.9512187716873406,55.0,300.0,0.9512187716873406,identity,146,3124,3280,1.0,-1.0,0.904817151610373,0.9512187716873406,True,True,1-2,rounds_3_4
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,xgb_classifier,0.9508150704205036,47.0,281.0,0.9508150704205036,identity,140,3268,3449,5.0,-5.0,0.9040492981387472,0.9508150704205036,True,True,3-5,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,xgb_margin,-17.59692668914795,100.0,309.0,0.050455417476327424,raw_platt,151,3112,3163,2.0,2.0,0.9016349142000556,0.9495445825236726,True,True,1-2,semifinal
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_W_2017,,separate_gender,rich,tensorflow_mlp,0.9491148791275918,36.0,17.0,0.9491148791275918,identity,140,3274,3346,8.0,-8.0,0.9008190537813833,0.9491148791275918,True,True,6-8,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,tensorflow_mlp,0.05107831954956055,52.0,10.0,0.05107831954956055,identity,151,3112,3163,2.0,2.0,0.9004523556288859,0.9489216804504395,True,True,1-2,semifinal
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,lgb_classifier,0.9488102787189652,120.0,154.0,0.9488102787189652,identity,144,3124,3333,4.0,-4.0,0.9002409450027604,0.9488102787189652,True,True,3-5,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,lgb_margin,16.173308964650744,100.0,255.0,0.9486496510929973,raw_platt,145,3268,3332,7.0,-7.0,0.8999361605188655,0.9486496510929973,True,True,6-8,rounds_3_4
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_Pooled_2019,,pooled_common,rich,lgb_classifier,0.948568489649497,120.0,588.0,0.948568489649497,identity,140,3235,3283,8.0,-8.0,0.899782179555928,0.948568489649497,True,True,6-8,rounds_3_4
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,seed_logistic,0.051620710641145706,7.0,,0.051620710641145706,identity,137,1420,1438,15.0,15.0,0.8994232764848055,0.9483792893588543,True,True,13+,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_Pooled_2018,,pooled_common,rich,elo_seed_logistic,0.05168447643518448,19.0,,0.05168447643518448,identity,137,1420,1438,15.0,15.0,0.8993023322340101,0.9483155235648155,True,True,13+,rounds_1_2
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_partial_M_2016,,partial_pooling,rich,partial_pooling_ensemble,0.9480268798274968,,,0.9480268798274968,component_calibrated_linear_pool,137,1277,1292,13.0,-13.0,0.898754964875459,0.9480268798274968,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,torch_mlp,0.0524178110063076,52.0,10.0,0.0524178110063076,identity,151,3112,3163,2.0,2.0,0.8979120048980778,0.9475821889936924,True,True,1-2,semifinal
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,torch_mlp,0.9474179726094007,72.0,10.0,0.9474179726094007,identity,145,3268,3332,7.0,-7.0,0.8976008148233072,0.9474179726094007,True,True,6-8,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,xgb_classifier,0.9474144298583269,120.0,158.0,0.9474144298583269,identity,137,1277,1292,13.0,-13.0,0.8975941019037786,0.9474144298583269,True,True,13+,rounds_1_2
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,tensorflow_mlp,0.9471598397940397,72.0,10.0,0.9471598397940397,identity,144,3124,3333,4.0,-4.0,0.897111762118671,0.9471598397940397,True,True,3-5,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,ridge_margin,19.692187309265137,56.0,,0.9465170190222519,raw_platt,144,3124,3333,4.0,-4.0,0.89589446729877,0.9465170190222519,True,True,3-5,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,elastic_logistic,0.9460045117884874,60.0,,0.9460045117884874,identity,137,1326,1331,13.0,-13.0,0.8949245363241745,0.9460045117884874,True,True,13+,rounds_1_2
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,elastic_logistic,0.9451532270759344,60.0,,0.9451532270759344,identity,137,1277,1292,13.0,-13.0,0.8933146226520529,0.9451532270759344,True,True,13+,rounds_1_2
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,torch_mlp,0.9450428746640682,72.0,16.0,0.9450428746640682,identity,137,1326,1331,13.0,-13.0,0.8931060349533257,0.9450428746640682,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,lgb_margin,-17.219788348415918,100.0,307.0,0.05515436251636847,raw_platt,151,3112,3163,2.0,2.0,0.8927332786718499,0.9448456374836315,True,True,1-2,semifinal
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,constrained_ensemble,0.05539054531081735,,,0.05539054531081735,identity,137,1420,1438,15.0,15.0,0.8922870218881951,0.9446094546891827,True,True,13+,rounds_1_2
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,hist_classifier,0.055452378552508994,120.0,300.0,0.055452378552508994,identity,137,1267,1455,9.0,9.0,0.8921702091821129,0.944547621447491,True,True,9-12,rounds_1_2
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,tensorflow_mlp,0.9441612642258406,70.0,10.0,0.9441612642258406,identity,137,1277,1292,13.0,-13.0,0.8914404928645375,0.9441612642258406,True,True,13+,rounds_1_2
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_W_2018,,separate_gender,rich,tensorflow_mlp,0.9439334608614445,42.0,10.0,0.9439334608614445,identity,151,3163,3323,0.0,0.0,0.8910103785338641,0.9439334608614445,True,True,0,semifinal
